Results Table 1
;"1"
End date;"maandag 12 april 2021 12:58:07"
Maximum Force;(kN);"22.81"
Displacement at Maximum Force;(mm);"6.35"
LVDT-10 at Maximum Force;(mm);"-0.12"

Time;Force;Displacement;LVDT-10
"11.6000";"0.8335";"0.9634";"0.0009"
"11.7000";"0.8426";"0.9717";"0.0009"
"11.8000";"0.8518";"0.9800";"0.0009"
"11.9000";"0.8654";"0.9883";"0.0009"
"12.0000";"0.8851";"0.9966";"0.0009"
"12.1000";"0.9061";"1.0051";"0.0009"
"12.2000";"0.9252";"1.0134";"0.0009"
"12.3000";"0.9328";"1.0217";"0.0009"
"12.4000";"0.9486";"1.0300";"0.0009"
"12.5000";"0.9664";"1.0384";"0.0009"
"12.6000";"0.9851";"1.0466";"0.0009"
"12.6770";"1.0001";"1.0531";"0.0009"
"12.6780";"1.0003";"1.0532";"0.0009"
"12.7780";"1.0008";"1.0561";"0.0009"
"12.8780";"1.0036";"1.0581";"0.0009"
"12.9780";"1.0065";"1.0598";"0.0009"
"13.0780";"1.0086";"1.0614";"0.0009"
"13.1780";"1.0123";"1.0631";"0.0009"
"13.2780";"1.0158";"1.0648";"0.0009"
"13.3780";"1.0191";"1.0664";"0.0009"
"13.4780";"1.0234";"1.0681";"0.0009"
"13.5780";"1.0279";"1.0697";"0.0009"
"13.6780";"1.0315";"1.0714";"0.0009"
"13.7780";"1.0357";"1.0731";"0.0009"
"13.8780";"1.0391";"1.0747";"0.0009"
"13.9780";"1.0429";"1.0764";"0.0009"
"14.0780";"1.0466";"1.0781";"0.0009"
"14.1780";"1.0488";"1.0797";"0.0009"
"14.2780";"1.0509";"1.0814";"0.0009"
"14.3780";"1.0544";"1.0831";"0.0009"
"14.4780";"1.0576";"1.0847";"0.0009"
"14.5780";"1.0611";"1.0864";"0.0009"
"14.6780";"1.0640";"1.0880";"0.0009"
"14.7780";"1.0683";"1.0898";"0.0009"
"14.8780";"1.0719";"1.0914";"0.0009"
"14.9780";"1.0760";"1.0930";"0.0009"
"15.0780";"1.0802";"1.0948";"0.0009"
"15.1780";"1.0830";"1.0964";"0.0009"
"15.2780";"1.0874";"1.0980";"0.0009"
"15.3780";"1.0910";"1.0998";"0.0009"
"15.4780";"1.0933";"1.1014";"0.0008"
"15.5780";"1.0977";"1.1031";"0.0009"
"15.6780";"1.1009";"1.1048";"0.0009"
"15.7780";"1.1044";"1.1064";"0.0009"
"15.8780";"1.1079";"1.1081";"0.0009"
"15.9780";"1.1114";"1.1097";"0.0009"
"16.0780";"1.1155";"1.1114";"0.0009"
"16.1780";"1.1202";"1.1131";"0.0009"
"16.2780";"1.1238";"1.1147";"0.0009"
"16.3780";"1.1276";"1.1164";"0.0009"
"16.4780";"1.1317";"1.1181";"0.0009"
"16.5780";"1.1361";"1.1197";"0.0009"
"16.6780";"1.1390";"1.1214";"0.0009"
"16.7780";"1.1423";"1.1230";"0.0009"
"16.8780";"1.1466";"1.1247";"0.0009"
"16.9780";"1.1497";"1.1264";"0.0009"
"17.0780";"1.1536";"1.1280";"0.0009"
"17.1780";"1.1583";"1.1298";"0.0009"
"17.2780";"1.1620";"1.1314";"0.0009"
"17.3780";"1.1660";"1.1330";"0.0009"
"17.4780";"1.1708";"1.1348";"0.0009"
"17.5780";"1.1744";"1.1364";"0.0009"
"17.6780";"1.1781";"1.1381";"0.0009"
"17.7780";"1.1822";"1.1398";"0.0008"
"17.8780";"1.1856";"1.1414";"0.0008"
"17.9780";"1.1902";"1.1431";"0.0008"
"18.0780";"1.1936";"1.1447";"0.0008"
"18.1780";"1.1960";"1.1464";"0.0008"
"18.2780";"1.1987";"1.1481";"0.0009"
"18.3780";"1.2008";"1.1497";"0.0009"
"18.4780";"1.2041";"1.1514";"0.0009"
"18.5780";"1.2076";"1.1531";"0.0009"
"18.6780";"1.2116";"1.1547";"0.0009"
"18.7780";"1.2167";"1.1564";"0.0009"
"18.8780";"1.2204";"1.1581";"0.0009"
"18.9780";"1.2244";"1.1597";"0.0008"
"19.0780";"1.2277";"1.1615";"0.0009"
"19.1780";"1.2311";"1.1631";"0.0009"
"19.2780";"1.2344";"1.1648";"0.0009"
"19.3780";"1.2381";"1.1664";"0.0009"
"19.4780";"1.2423";"1.1680";"0.0009"
"19.5780";"1.2469";"1.1698";"0.0009"
"19.6780";"1.2510";"1.1714";"0.0009"
"19.7780";"1.2550";"1.1730";"0.0009"
"19.8780";"1.2597";"1.1748";"0.0009"
"19.9780";"1.2632";"1.1764";"0.0009"
"20.0780";"1.2676";"1.1781";"0.0009"
"20.1780";"1.2728";"1.1798";"0.0009"
"20.2780";"1.2768";"1.1814";"0.0009"
"20.3780";"1.2814";"1.1831";"0.0009"
"20.4780";"1.2855";"1.1847";"0.0009"
"20.5780";"1.2897";"1.1864";"0.0009"
"20.6780";"1.2946";"1.1881";"0.0009"
"20.7780";"1.2992";"1.1897";"0.0009"
"20.8780";"1.3040";"1.1914";"0.0009"
"20.9780";"1.3085";"1.1931";"0.0010"
"21.0780";"1.3135";"1.1947";"0.0010"
"21.1780";"1.3183";"1.1964";"0.0009"
"21.2780";"1.3229";"1.1981";"0.0009"
"21.3780";"1.3285";"1.1997";"0.0009"
"21.4780";"1.3321";"1.2014";"0.0009"
"21.5780";"1.3372";"1.2030";"0.0009"
"21.6780";"1.3422";"1.2047";"0.0009"
"21.7780";"1.3478";"1.2064";"0.0009"
"21.8780";"1.3525";"1.2080";"0.0009"
"21.9780";"1.3576";"1.2098";"0.0009"
"22.0780";"1.3625";"1.2114";"0.0009"
"22.1780";"1.3673";"1.2131";"0.0009"
"22.2780";"1.3724";"1.2148";"0.0009"
"22.3780";"1.3763";"1.2164";"0.0009"
"22.4780";"1.3817";"1.2181";"0.0009"
"22.5780";"1.3864";"1.2198";"0.0009"
"22.6780";"1.3899";"1.2214";"0.0009"
"22.7780";"1.3942";"1.2231";"0.0009"
"22.8780";"1.3988";"1.2248";"0.0009"
"22.9780";"1.4024";"1.2264";"0.0009"
"23.0780";"1.4056";"1.2281";"0.0010"
"23.1780";"1.4096";"1.2297";"0.0009"
"23.2780";"1.4148";"1.2314";"0.0009"
"23.3780";"1.4191";"1.2331";"0.0009"
"23.4780";"1.4242";"1.2347";"0.0009"
"23.5780";"1.4287";"1.2364";"0.0009"
"23.6780";"1.4330";"1.2381";"0.0009"
"23.7780";"1.4378";"1.2397";"0.0009"
"23.8780";"1.4421";"1.2414";"0.0009"
"23.9780";"1.4470";"1.2430";"0.0009"
"24.0780";"1.4521";"1.2448";"0.0009"
"24.1780";"1.4568";"1.2464";"0.0010"
"24.2780";"1.4614";"1.2480";"0.0009"
"24.3780";"1.4660";"1.2498";"0.0009"
"24.4780";"1.4700";"1.2514";"0.0009"
"24.5780";"1.4746";"1.2530";"0.0009"
"24.6780";"1.4799";"1.2548";"0.0009"
"24.7780";"1.4839";"1.2564";"0.0009"
"24.8780";"1.4892";"1.2581";"0.0009"
"24.9780";"1.4941";"1.2597";"0.0009"
"25.0780";"1.4987";"1.2614";"0.0009"
"25.1780";"1.5033";"1.2631";"0.0009"
"25.2780";"1.5081";"1.2647";"0.0009"
"25.3780";"1.5125";"1.2664";"0.0009"
"25.4780";"1.5169";"1.2681";"0.0009"
"25.5780";"1.5211";"1.2697";"0.0009"
"25.6780";"1.5262";"1.2715";"0.0009"
"25.7780";"1.5298";"1.2731";"0.0009"
"25.8780";"1.5339";"1.2747";"0.0009"
"25.9780";"1.5387";"1.2765";"0.0010"
"26.0780";"1.5430";"1.2781";"0.0009"
"26.1780";"1.5484";"1.2797";"0.0009"
"26.2780";"1.5529";"1.2814";"0.0009"
"26.3780";"1.5568";"1.2830";"0.0009"
"26.4780";"1.5618";"1.2848";"0.0009"
"26.5780";"1.5660";"1.2864";"0.0009"
"26.6780";"1.5703";"1.2880";"0.0009"
"26.7780";"1.5755";"1.2898";"0.0009"
"26.8780";"1.5803";"1.2914";"0.0009"
"26.9780";"1.5852";"1.2931";"0.0009"
"27.0780";"1.5900";"1.2948";"0.0009"
"27.1780";"1.5949";"1.2964";"0.0009"
"27.2780";"1.5997";"1.2981";"0.0009"
"27.3780";"1.6041";"1.2998";"0.0009"
"27.4780";"1.6082";"1.3014";"0.0009"
"27.5780";"1.6123";"1.3031";"0.0009"
"27.6780";"1.6164";"1.3047";"0.0009"
"27.7780";"1.6210";"1.3064";"0.0009"
"27.8780";"1.6257";"1.3081";"0.0009"
"27.9780";"1.6301";"1.3097";"0.0009"
"28.0780";"1.6349";"1.3114";"0.0009"
"28.1780";"1.6393";"1.3131";"0.0009"
"28.2780";"1.6437";"1.3147";"0.0009"
"28.3780";"1.6494";"1.3164";"0.0009"
"28.4780";"1.6541";"1.3181";"0.0009"
"28.5780";"1.6584";"1.3197";"0.0009"
"28.6780";"1.6637";"1.3215";"0.0009"
"28.7780";"1.6686";"1.3231";"0.0009"
"28.8780";"1.6739";"1.3248";"0.0009"
"28.9780";"1.6788";"1.3264";"0.0009"
"29.0780";"1.6839";"1.3281";"0.0009"
"29.1780";"1.6895";"1.3298";"0.0009"
"29.2780";"1.6943";"1.3314";"0.0009"
"29.3780";"1.6999";"1.3331";"0.0009"
"29.4780";"1.7045";"1.3348";"0.0009"
"29.5780";"1.7093";"1.3364";"0.0009"
"29.6780";"1.7145";"1.3381";"0.0009"
"29.7780";"1.7193";"1.3397";"0.0009"
"29.8780";"1.7244";"1.3414";"0.0009"
"29.9780";"1.7301";"1.3431";"0.0009"
"30.0780";"1.7351";"1.3447";"0.0009"
"30.1780";"1.7404";"1.3464";"0.0009"
"30.2780";"1.7454";"1.3481";"0.0009"
"30.3780";"1.7505";"1.3497";"0.0009"
"30.4780";"1.7551";"1.3514";"0.0009"
"30.5780";"1.7590";"1.3531";"0.0009"
"30.6780";"1.7638";"1.3547";"0.0009"
"30.7780";"1.7687";"1.3564";"0.0009"
"30.8780";"1.7713";"1.3580";"0.0009"
"30.9780";"1.7764";"1.3597";"0.0009"
"31.0780";"1.7810";"1.3614";"0.0009"
"31.1780";"1.7864";"1.3630";"0.0009"
"31.2780";"1.7917";"1.3648";"0.0009"
"31.3780";"1.7966";"1.3664";"0.0009"
"31.4780";"1.8010";"1.3681";"0.0009"
"31.5780";"1.8065";"1.3698";"0.0009"
"31.6780";"1.8108";"1.3714";"0.0009"
"31.7780";"1.8168";"1.3731";"0.0009"
"31.8780";"1.8220";"1.3748";"0.0009"
"31.9780";"1.8269";"1.3764";"0.0009"
"32.0780";"1.8326";"1.3781";"0.0009"
"32.1780";"1.8382";"1.3797";"0.0009"
"32.2780";"1.8428";"1.3814";"0.0009"
"32.3780";"1.8480";"1.3831";"0.0009"
"32.4780";"1.8539";"1.3847";"0.0009"
"32.5780";"1.8592";"1.3864";"0.0009"
"32.6780";"1.8652";"1.3881";"0.0009"
"32.7780";"1.8702";"1.3897";"0.0009"
"32.8780";"1.8766";"1.3914";"0.0009"
"32.9780";"1.8818";"1.3931";"0.0009"
"33.0780";"1.8873";"1.3947";"0.0009"
"33.1780";"1.8938";"1.3964";"0.0009"
"33.2780";"1.8992";"1.3981";"0.0009"
"33.3780";"1.9054";"1.3998";"0.0009"
"33.4780";"1.9114";"1.4014";"0.0009"
"33.5780";"1.9170";"1.4031";"0.0009"
"33.6780";"1.9231";"1.4048";"0.0009"
"33.7780";"1.9283";"1.4064";"0.0009"
"33.8780";"1.9335";"1.4081";"0.0009"
"33.9780";"1.9399";"1.4098";"0.0009"
"34.0780";"1.9449";"1.4114";"0.0009"
"34.1780";"1.9505";"1.4131";"0.0009"
"34.2780";"1.9562";"1.4147";"0.0009"
"34.3780";"1.9616";"1.4164";"0.0009"
"34.4780";"1.9686";"1.4181";"0.0008"
"34.5780";"1.9742";"1.4197";"0.0008"
"34.6780";"1.9804";"1.4214";"0.0009"
"34.7780";"1.9863";"1.4231";"0.0009"
"34.8780";"1.9917";"1.4247";"0.0008"
"34.9780";"1.9980";"1.4264";"0.0008"
"35.0780";"2.0043";"1.4281";"0.0008"
"35.1780";"2.0094";"1.4297";"0.0008"
"35.2780";"2.0158";"1.4315";"0.0008"
"35.3780";"2.0215";"1.4331";"0.0008"
"35.4780";"2.0276";"1.4348";"0.0009"
"35.5780";"2.0336";"1.4364";"0.0008"
"35.6780";"2.0393";"1.4381";"0.0009"
"35.7780";"2.0455";"1.4398";"0.0009"
"35.8780";"2.0508";"1.4414";"0.0008"
"35.9780";"2.0576";"1.4430";"0.0008"
"36.0780";"2.0636";"1.4448";"0.0008"
"36.1780";"2.0693";"1.4464";"0.0008"
"36.2780";"2.0751";"1.4481";"0.0008"
"36.3780";"2.0814";"1.4498";"0.0008"
"36.4780";"2.0874";"1.4514";"0.0008"
"36.5780";"2.0938";"1.4531";"0.0009"
"36.6780";"2.0995";"1.4548";"0.0008"
"36.7780";"2.1050";"1.4564";"0.0009"
"36.8780";"2.1119";"1.4581";"0.0008"
"36.9780";"2.1173";"1.4597";"0.0008"
"37.0780";"2.1231";"1.4614";"0.0008"
"37.1780";"2.1297";"1.4631";"0.0008"
"37.2780";"2.1342";"1.4647";"0.0008"
"37.3780";"2.1403";"1.4664";"0.0008"
"37.4780";"2.1465";"1.4681";"0.0008"
"37.5780";"2.1524";"1.4697";"0.0008"
"37.6780";"2.1583";"1.4714";"0.0008"
"37.7780";"2.1643";"1.4731";"0.0008"
"37.8780";"2.1703";"1.4748";"0.0007"
"37.9780";"2.1771";"1.4764";"0.0007"
"38.0780";"2.1829";"1.4781";"0.0007"
"38.1780";"2.1893";"1.4798";"0.0007"
"38.2780";"2.1952";"1.4814";"0.0007"
"38.3780";"2.2015";"1.4831";"0.0007"
"38.4780";"2.2086";"1.4848";"0.0007"
"38.5780";"2.2144";"1.4864";"0.0008"
"38.6780";"2.2203";"1.4881";"0.0007"
"38.7780";"2.2270";"1.4898";"0.0007"
"38.8780";"2.2331";"1.4914";"0.0008"
"38.9780";"2.2398";"1.4931";"0.0008"
"39.0780";"2.2460";"1.4947";"0.0008"
"39.1780";"2.2516";"1.4964";"0.0008"
"39.2780";"2.2582";"1.4981";"0.0008"
"39.3780";"2.2645";"1.4997";"0.0007"
"39.4780";"2.2709";"1.5014";"0.0007"
"39.5780";"2.2774";"1.5031";"0.0007"
"39.6780";"2.2835";"1.5047";"0.0008"
"39.7780";"2.2899";"1.5064";"0.0007"
"39.8780";"2.2964";"1.5081";"0.0007"
"39.9780";"2.3029";"1.5097";"0.0007"
"40.0780";"2.3096";"1.5114";"0.0007"
"40.1780";"2.3157";"1.5131";"0.0008"
"40.2780";"2.3223";"1.5148";"0.0007"
"40.3780";"2.3282";"1.5164";"0.0007"
"40.4780";"2.3345";"1.5180";"0.0007"
"40.5780";"2.3408";"1.5198";"0.0007"
"40.6780";"2.3473";"1.5214";"0.0007"
"40.7780";"2.3535";"1.5231";"0.0007"
"40.8780";"2.3599";"1.5248";"0.0007"
"40.9780";"2.3663";"1.5264";"0.0007"
"41.0780";"2.3727";"1.5281";"0.0007"
"41.1780";"2.3791";"1.5298";"0.0007"
"41.2780";"2.3856";"1.5314";"0.0007"
"41.3780";"2.3923";"1.5331";"0.0007"
"41.4780";"2.3981";"1.5347";"0.0007"
"41.5780";"2.4041";"1.5364";"0.0006"
"41.6780";"2.4112";"1.5381";"0.0007"
"41.7780";"2.4170";"1.5397";"0.0006"
"41.8780";"2.4235";"1.5414";"0.0007"
"41.9780";"2.4307";"1.5431";"0.0006"
"42.0780";"2.4366";"1.5447";"0.0007"
"42.1780";"2.4438";"1.5464";"0.0007"
"42.2780";"2.4494";"1.5481";"0.0006"
"42.3780";"2.4567";"1.5497";"0.0006"
"42.4780";"2.4626";"1.5514";"0.0007"
"42.5780";"2.4690";"1.5531";"0.0007"
"42.6780";"2.4758";"1.5548";"0.0007"
"42.7780";"2.4825";"1.5564";"0.0007"
"42.8780";"2.4888";"1.5581";"0.0007"
"42.9780";"2.4955";"1.5598";"0.0007"
"43.0780";"2.5022";"1.5614";"0.0007"
"43.1780";"2.5084";"1.5631";"0.0007"
"43.2780";"2.5154";"1.5648";"0.0007"
"43.3780";"2.5214";"1.5664";"0.0007"
"43.4780";"2.5281";"1.5681";"0.0006"
"43.5780";"2.5348";"1.5698";"0.0006"
"43.6780";"2.5409";"1.5714";"0.0006"
"43.7780";"2.5475";"1.5731";"0.0006"
"43.8780";"2.5540";"1.5747";"0.0006"
"43.9780";"2.5590";"1.5764";"0.0006"
"44.0780";"2.5660";"1.5781";"0.0006"
"44.1780";"2.5722";"1.5797";"0.0006"
"44.2780";"2.5787";"1.5814";"0.0006"
"44.3780";"2.5849";"1.5831";"0.0005"
"44.4780";"2.5921";"1.5847";"0.0005"
"44.5780";"2.5989";"1.5864";"0.0005"
"44.6780";"2.6053";"1.5881";"0.0005"
"44.7780";"2.6117";"1.5898";"0.0005"
"44.8780";"2.6184";"1.5914";"0.0005"
"44.9780";"2.6248";"1.5931";"0.0005"
"45.0780";"2.6319";"1.5948";"0.0006"
"45.1780";"2.6387";"1.5964";"0.0006"
"45.2780";"2.6453";"1.5981";"0.0006"
"45.3780";"2.6525";"1.5998";"0.0006"
"45.4780";"2.6589";"1.6014";"0.0005"
"45.5780";"2.6662";"1.6031";"0.0005"
"45.6780";"2.6732";"1.6048";"0.0006"
"45.7780";"2.6793";"1.6064";"0.0006"
"45.8780";"2.6867";"1.6081";"0.0006"
"45.9780";"2.6937";"1.6097";"0.0006"
"46.0780";"2.7006";"1.6114";"0.0006"
"46.1780";"2.7079";"1.6131";"0.0006"
"46.2780";"2.7141";"1.6147";"0.0006"
"46.3780";"2.7213";"1.6164";"0.0006"
"46.4780";"2.7280";"1.6181";"0.0005"
"46.5780";"2.7350";"1.6197";"0.0006"
"46.6780";"2.7422";"1.6214";"0.0005"
"46.7780";"2.7494";"1.6231";"0.0005"
"46.8780";"2.7557";"1.6247";"0.0005"
"46.9780";"2.7636";"1.6264";"0.0005"
"47.0780";"2.7704";"1.6280";"0.0005"
"47.1780";"2.7774";"1.6297";"0.0004"
"47.2780";"2.7843";"1.6314";"0.0005"
"47.3780";"2.7915";"1.6330";"0.0005"
"47.4780";"2.7994";"1.6348";"0.0005"
"47.5780";"2.8059";"1.6364";"0.0005"
"47.6780";"2.8131";"1.6381";"0.0005"
"47.7780";"2.8205";"1.6398";"0.0005"
"47.8780";"2.8273";"1.6414";"0.0004"
"47.9780";"2.8350";"1.6431";"0.0005"
"48.0780";"2.8419";"1.6448";"0.0005"
"48.1780";"2.8488";"1.6464";"0.0005"
"48.2780";"2.8564";"1.6481";"0.0005"
"48.3780";"2.8634";"1.6497";"0.0005"
"48.4780";"2.8704";"1.6514";"0.0005"
"48.5780";"2.8782";"1.6531";"0.0005"
"48.6780";"2.8847";"1.6547";"0.0004"
"48.7780";"2.8915";"1.6564";"0.0005"
"48.8780";"2.8991";"1.6581";"0.0005"
"48.9780";"2.9060";"1.6597";"0.0005"
"49.0780";"2.9136";"1.6614";"0.0005"
"49.1780";"2.9206";"1.6631";"0.0005"
"49.2780";"2.9278";"1.6647";"0.0005"
"49.3780";"2.9358";"1.6664";"0.0005"
"49.4780";"2.9419";"1.6681";"0.0005"
"49.5780";"2.9499";"1.6698";"0.0005"
"49.6780";"2.9569";"1.6714";"0.0005"
"49.7780";"2.9644";"1.6731";"0.0005"
"49.8780";"2.9721";"1.6748";"0.0004"
"49.9780";"2.9789";"1.6764";"0.0004"
"50.0780";"2.9872";"1.6781";"0.0004"
"50.1780";"2.9937";"1.6798";"0.0004"
"50.2780";"3.0007";"1.6813";"0.0003"
"50.3780";"3.0089";"1.6831";"0.0004"
"50.4780";"3.0161";"1.6848";"0.0004"
"50.5780";"3.0234";"1.6864";"0.0004"
"50.6780";"3.0311";"1.6881";"0.0004"
"50.7780";"3.0383";"1.6897";"0.0004"
"50.8780";"3.0449";"1.6914";"0.0004"
"50.9780";"3.0520";"1.6931";"0.0004"
"51.0780";"3.0599";"1.6947";"0.0004"
"51.1780";"3.0667";"1.6964";"0.0004"
"51.2780";"3.0742";"1.6981";"0.0004"
"51.3780";"3.0814";"1.6997";"0.0003"
"51.4780";"3.0892";"1.7014";"0.0003"
"51.5780";"3.0963";"1.7031";"0.0003"
"51.6780";"3.1038";"1.7047";"0.0003"
"51.7780";"3.1119";"1.7064";"0.0003"
"51.8780";"3.1188";"1.7080";"0.0003"
"51.9780";"3.1266";"1.7098";"0.0003"
"52.0780";"3.1341";"1.7114";"0.0003"
"52.1780";"3.1411";"1.7131";"0.0003"
"52.2780";"3.1494";"1.7148";"0.0003"
"52.3780";"3.1560";"1.7164";"0.0003"
"52.4780";"3.1642";"1.7181";"0.0003"
"52.5780";"3.1716";"1.7198";"0.0003"
"52.6780";"3.1786";"1.7214";"0.0003"
"52.7780";"3.1868";"1.7231";"0.0003"
"52.8780";"3.1940";"1.7248";"0.0003"
"52.9780";"3.2014";"1.7264";"0.0003"
"53.0780";"3.2096";"1.7281";"0.0003"
"53.1780";"3.2165";"1.7297";"0.0003"
"53.2780";"3.2241";"1.7314";"0.0003"
"53.3780";"3.2319";"1.7331";"0.0003"
"53.4780";"3.2382";"1.7347";"0.0003"
"53.5780";"3.2457";"1.7364";"0.0003"
"53.6780";"3.2535";"1.7381";"0.0003"
"53.7780";"3.2607";"1.7397";"0.0002"
"53.8780";"3.2692";"1.7414";"0.0002"
"53.9780";"3.2763";"1.7431";"0.0002"
"54.0780";"3.2849";"1.7448";"0.0002"
"54.1780";"3.2919";"1.7464";"0.0003"
"54.2780";"3.3000";"1.7481";"0.0002"
"54.3780";"3.3076";"1.7498";"0.0002"
"54.4780";"3.3154";"1.7514";"0.0003"
"54.5780";"3.3229";"1.7531";"0.0002"
"54.6780";"3.3311";"1.7548";"0.0002"
