Results Table 1
;"1"
End date;"maandag 12 april 2021 11:56:03"
Maximum Force;(kN);"23.42"
Displacement at Maximum Force;(mm);"5.46"
LVDT-10 at Maximum Force;(mm);"-0.11"

Time;Force;Displacement;LVDT-10
"17.9330";"1.6509";"0.8063";"0.0000"
"18.0330";"1.6583";"0.8080";"0.0000"
"18.1330";"1.6648";"0.8096";"0.0000"
"18.2330";"1.6720";"0.8113";"0.0000"
"18.3330";"1.6791";"0.8130";"-0.0001"
"18.4330";"1.6856";"0.8146";"0.0000"
"18.5330";"1.6934";"0.8163";"0.0000"
"18.6330";"1.6996";"0.8179";"-0.0001"
"18.7330";"1.7067";"0.8196";"0.0000"
"18.8330";"1.7140";"0.8214";"0.0000"
"18.9330";"1.7201";"0.8229";"0.0000"
"19.0330";"1.7281";"0.8247";"0.0000"
"19.1330";"1.7350";"0.8263";"0.0000"
"19.2330";"1.7413";"0.8279";"0.0000"
"19.3330";"1.7492";"0.8297";"0.0000"
"19.4330";"1.7557";"0.8313";"0.0000"
"19.5330";"1.7635";"0.8329";"0.0000"
"19.6330";"1.7705";"0.8347";"0.0000"
"19.7330";"1.7771";"0.8363";"0.0000"
"19.8330";"1.7845";"0.8379";"0.0000"
"19.9330";"1.7918";"0.8397";"0.0000"
"20.0330";"1.7984";"0.8413";"0.0000"
"20.1330";"1.8059";"0.8430";"0.0000"
"20.2330";"1.8132";"0.8446";"0.0000"
"20.3330";"1.8201";"0.8463";"0.0000"
"20.4330";"1.8278";"0.8480";"0.0000"
"20.5330";"1.8345";"0.8496";"0.0000"
"20.6330";"1.8421";"0.8513";"0.0000"
"20.7330";"1.8493";"0.8530";"0.0000"
"20.8330";"1.8568";"0.8546";"0.0000"
"20.9330";"1.8646";"0.8563";"0.0000"
"21.0330";"1.8709";"0.8579";"0.0000"
"21.1330";"1.8786";"0.8596";"-0.0001"
"21.2330";"1.8863";"0.8613";"-0.0001"
"21.3330";"1.8931";"0.8629";"0.0000"
"21.4330";"1.9006";"0.8646";"-0.0001"
"21.5330";"1.9078";"0.8663";"0.0000"
"21.6330";"1.9151";"0.8679";"-0.0001"
"21.7330";"1.9232";"0.8697";"-0.0001"
"21.8330";"1.9306";"0.8713";"-0.0001"
"21.9330";"1.9382";"0.8729";"-0.0001"
"22.0330";"1.9455";"0.8747";"-0.0001"
"22.1330";"1.9523";"0.8763";"-0.0001"
"22.2330";"1.9600";"0.8780";"-0.0001"
"22.3330";"1.9679";"0.8797";"-0.0001"
"22.4330";"1.9749";"0.8813";"-0.0001"
"22.5330";"1.9825";"0.8830";"-0.0001"
"22.6330";"1.9897";"0.8846";"-0.0001"
"22.7330";"1.9978";"0.8863";"-0.0001"
"22.8330";"2.0059";"0.8880";"-0.0001"
"22.9330";"2.0130";"0.8896";"-0.0001"
"23.0330";"2.0203";"0.8913";"-0.0001"
"23.1330";"2.0273";"0.8929";"-0.0001"
"23.2330";"2.0356";"0.8946";"-0.0001"
"23.3330";"2.0431";"0.8963";"-0.0001"
"23.4330";"2.0509";"0.8979";"0.0000"
"23.5330";"2.0584";"0.8996";"-0.0001"
"23.6330";"2.0668";"0.9013";"-0.0001"
"23.7330";"2.0736";"0.9029";"-0.0001"
"23.8330";"2.0824";"0.9047";"-0.0001"
"23.9330";"2.0899";"0.9063";"-0.0001"
"24.0330";"2.0975";"0.9079";"-0.0001"
"24.1330";"2.1053";"0.9097";"-0.0001"
"24.2330";"2.1130";"0.9113";"-0.0001"
"24.3330";"2.1212";"0.9129";"-0.0001"
"24.4330";"2.1292";"0.9147";"0.0000"
"24.5330";"2.1368";"0.9163";"-0.0001"
"24.6330";"2.1452";"0.9180";"0.0000"
"24.7330";"2.1529";"0.9196";"-0.0001"
"24.8330";"2.1607";"0.9213";"-0.0001"
"24.9330";"2.1696";"0.9230";"-0.0001"
"25.0330";"2.1774";"0.9246";"-0.0001"
"25.1330";"2.1852";"0.9263";"0.0000"
"25.2330";"2.1939";"0.9280";"0.0000"
"25.3330";"2.2019";"0.9296";"0.0000"
"25.4330";"2.2105";"0.9313";"0.0000"
"25.5330";"2.2188";"0.9330";"0.0000"
"25.6330";"2.2264";"0.9346";"-0.0001"
"25.7330";"2.2349";"0.9363";"-0.0001"
"25.8330";"2.2431";"0.9379";"0.0000"
"25.9330";"2.2517";"0.9396";"-0.0001"
"26.0330";"2.2602";"0.9413";"0.0000"
"26.1330";"2.2679";"0.9429";"-0.0001"
"26.2330";"2.2769";"0.9447";"-0.0001"
"26.3330";"2.2853";"0.9463";"-0.0001"
"26.4330";"2.2934";"0.9479";"0.0000"
"26.5330";"2.3024";"0.9497";"0.0000"
"26.6330";"2.3106";"0.9513";"0.0000"
"26.7330";"2.3199";"0.9530";"0.0000"
"26.8330";"2.3281";"0.9547";"0.0000"
"26.9330";"2.3358";"0.9563";"0.0000"
"27.0330";"2.3449";"0.9580";"0.0000"
"27.1330";"2.3539";"0.9596";"0.0000"
"27.2330";"2.3613";"0.9613";"0.0001"
"27.3330";"2.3709";"0.9630";"0.0000"
"27.4330";"2.3790";"0.9646";"0.0000"
"27.5330";"2.3875";"0.9663";"0.0000"
"27.6330";"2.3963";"0.9680";"0.0000"
"27.7330";"2.4056";"0.9696";"0.0000"
"27.8330";"2.4138";"0.9713";"0.0000"
"27.9330";"2.4223";"0.9730";"0.0000"
"28.0330";"2.4315";"0.9746";"-0.0001"
"28.1330";"2.4407";"0.9763";"0.0000"
"28.2330";"2.4486";"0.9779";"0.0000"
"28.3330";"2.4579";"0.9797";"0.0000"
"28.4330";"2.4669";"0.9813";"-0.0001"
"28.5330";"2.4757";"0.9829";"0.0000"
"28.6330";"2.4850";"0.9847";"0.0000"
"28.7330";"2.4939";"0.9863";"-0.0001"
"28.8330";"2.5021";"0.9880";"-0.0001"
"28.9330";"2.5115";"0.9897";"0.0000"
"29.0330";"2.5201";"0.9913";"0.0000"
"29.1330";"2.5291";"0.9930";"0.0000"
"29.2330";"2.5381";"0.9947";"0.0000"
"29.3330";"2.5469";"0.9963";"0.0000"
"29.4330";"2.5565";"0.9980";"0.0000"
"29.5330";"2.5657";"0.9996";"0.0001"
"29.6330";"2.5743";"1.0013";"0.0001"
"29.7330";"2.5839";"1.0030";"0.0001"
"29.8330";"2.5925";"1.0046";"0.0001"
"29.9330";"2.6019";"1.0063";"0.0001"
"30.0330";"2.6111";"1.0080";"0.0001"
"30.1330";"2.6203";"1.0096";"0.0001"
"30.2330";"2.6301";"1.0113";"0.0001"
"30.3330";"2.6387";"1.0130";"0.0000"
"30.4330";"2.6483";"1.0146";"0.0000"
"30.5330";"2.6577";"1.0163";"0.0000"
"30.6330";"2.6661";"1.0179";"0.0000"
"30.7330";"2.6767";"1.0196";"0.0000"
"30.8330";"2.6853";"1.0213";"0.0000"
"30.9330";"2.6946";"1.0229";"0.0000"
"31.0330";"2.7051";"1.0247";"0.0000"
"31.1330";"2.7141";"1.0263";"0.0000"
"31.2330";"2.7236";"1.0279";"0.0000"
"31.3330";"2.7335";"1.0297";"0.0000"
"31.4330";"2.7428";"1.0313";"0.0000"
"31.5330";"2.7521";"1.0330";"0.0000"
"31.6330";"2.7628";"1.0347";"0.0000"
"31.7330";"2.7724";"1.0363";"0.0000"
"31.8330";"2.7833";"1.0380";"0.0000"
"31.9330";"2.7934";"1.0396";"0.0000"
"32.0330";"2.8042";"1.0413";"0.0000"
"32.1330";"2.8144";"1.0430";"0.0000"
"32.2330";"2.8251";"1.0446";"0.0000"
"32.3330";"2.8353";"1.0463";"0.0000"
"32.4330";"2.8463";"1.0480";"0.0000"
"32.5330";"2.8565";"1.0496";"0.0000"
"32.6330";"2.8674";"1.0513";"0.0000"
"32.7330";"2.8783";"1.0529";"0.0001"
"32.8330";"2.8895";"1.0546";"0.0001"
"32.9330";"2.9005";"1.0563";"0.0000"
"33.0330";"2.9109";"1.0579";"0.0000"
"33.1330";"2.9225";"1.0597";"0.0000"
"33.2330";"2.9328";"1.0613";"0.0000"
"33.3330";"2.9434";"1.0629";"0.0000"
"33.4330";"2.9552";"1.0647";"0.0000"
"33.5330";"2.9663";"1.0663";"0.0000"
"33.6330";"2.9779";"1.0680";"0.0000"
"33.7330";"2.9891";"1.0697";"0.0000"
"33.8330";"2.9997";"1.0713";"0.0000"
"33.9330";"3.0116";"1.0730";"0.0000"
"34.0330";"3.0229";"1.0746";"0.0000"
"34.1330";"3.0332";"1.0763";"0.0000"
"34.2330";"3.0460";"1.0780";"0.0000"
"34.3330";"3.0577";"1.0796";"0.0000"
"34.4330";"3.0689";"1.0813";"0.0000"
"34.5330";"3.0811";"1.0830";"0.0000"
"34.6330";"3.0919";"1.0846";"0.0000"
"34.7330";"3.1043";"1.0863";"0.0000"
"34.8330";"3.1165";"1.0880";"0.0000"
"34.9330";"3.1278";"1.0896";"0.0000"
"35.0330";"3.1408";"1.0913";"0.0000"
"35.1330";"3.1519";"1.0930";"0.0000"
"35.2330";"3.1644";"1.0947";"0.0000"
"35.3330";"3.1759";"1.0963";"0.0000"
"35.4330";"3.1879";"1.0979";"0.0000"
"35.5330";"3.2000";"1.0997";"0.0000"
"35.6330";"3.2121";"1.1013";"0.0000"
"35.7330";"3.2239";"1.1029";"0.0000"
"35.8330";"3.2364";"1.1047";"0.0000"
"35.9330";"3.2479";"1.1063";"0.0000"
"36.0330";"3.2605";"1.1080";"0.0001"
"36.1330";"3.2728";"1.1097";"0.0000"
"36.2330";"3.2844";"1.1113";"0.0000"
"36.3330";"3.2970";"1.1130";"0.0000"
"36.4330";"3.3085";"1.1146";"0.0000"
"36.5330";"3.3201";"1.1163";"0.0000"
"36.6330";"3.3334";"1.1180";"0.0000"
"36.7330";"3.3444";"1.1196";"0.0000"
"36.8330";"3.3562";"1.1213";"0.0000"
"36.9330";"3.3695";"1.1230";"0.0000"
"37.0330";"3.3802";"1.1246";"0.0000"
"37.1330";"3.3922";"1.1263";"0.0000"
"37.2330";"3.4035";"1.1280";"0.0000"
"37.3330";"3.4158";"1.1296";"0.0000"
"37.4330";"3.4281";"1.1313";"0.0000"
"37.5330";"3.4401";"1.1329";"0.0000"
"37.6330";"3.4519";"1.1346";"0.0000"
"37.7330";"3.4639";"1.1363";"0.0000"
"37.8330";"3.4753";"1.1379";"0.0000"
"37.9330";"3.4878";"1.1397";"-0.0001"
"38.0330";"3.4991";"1.1413";"-0.0001"
"38.1330";"3.5112";"1.1430";"-0.0001"
"38.2330";"3.5233";"1.1447";"-0.0001"
"38.3330";"3.5346";"1.1463";"0.0000"
"38.4330";"3.5463";"1.1480";"-0.0001"
"38.5330";"3.5584";"1.1497";"-0.0001"
"38.6330";"3.5691";"1.1513";"-0.0001"
"38.7330";"3.5822";"1.1530";"0.0000"
"38.8330";"3.5935";"1.1546";"0.0000"
"38.9330";"3.6045";"1.1563";"0.0000"
"39.0330";"3.6172";"1.1580";"0.0000"
"39.1330";"3.6278";"1.1596";"0.0000"
"39.2330";"3.6400";"1.1613";"0.0000"
"39.3330";"3.6516";"1.1630";"-0.0001"
"39.4330";"3.6626";"1.1646";"0.0000"
"39.5330";"3.6745";"1.1663";"0.0000"
"39.6330";"3.6860";"1.1680";"-0.0001"
"39.7330";"3.6972";"1.1696";"-0.0001"
"39.8330";"3.7094";"1.1713";"-0.0001"
"39.9330";"3.7203";"1.1729";"0.0000"
"40.0330";"3.7322";"1.1746";"0.0000"
"40.1330";"3.7431";"1.1763";"-0.0001"
"40.2330";"3.7546";"1.1779";"-0.0001"
"40.3330";"3.7665";"1.1797";"-0.0001"
"40.4330";"3.7766";"1.1813";"-0.0001"
"40.5330";"3.7886";"1.1829";"-0.0001"
"40.6330";"3.8003";"1.1847";"-0.0001"
"40.7330";"3.8111";"1.1862";"-0.0001"
"40.8330";"3.8232";"1.1880";"-0.0001"
"40.9330";"3.8346";"1.1897";"-0.0001"
"41.0330";"3.8446";"1.1913";"-0.0001"
"41.1330";"3.8575";"1.1930";"0.0000"
"41.2330";"3.8679";"1.1946";"-0.0001"
"41.3330";"3.8791";"1.1963";"-0.0001"
"41.4330";"3.8913";"1.1980";"-0.0001"
"41.5330";"3.9018";"1.1996";"-0.0001"
"41.6330";"3.9135";"1.2013";"-0.0001"
"41.7330";"3.9251";"1.2030";"-0.0001"
"41.8330";"3.9352";"1.2046";"-0.0001"
"41.9330";"3.9474";"1.2063";"-0.0001"
"42.0330";"3.9582";"1.2079";"0.0000"
"42.1330";"3.9700";"1.2096";"-0.0001"
"42.2330";"3.9813";"1.2113";"-0.0001"
"42.3330";"3.9921";"1.2129";"-0.0001"
"42.4330";"4.0042";"1.2147";"-0.0001"
"42.5330";"4.0152";"1.2163";"-0.0001"
"42.6330";"4.0267";"1.2180";"-0.0001"
"42.7330";"4.0386";"1.2197";"-0.0001"
"42.8330";"4.0487";"1.2213";"-0.0001"
"42.9330";"4.0595";"1.2230";"-0.0001"
"43.0330";"4.0709";"1.2247";"-0.0001"
"43.1330";"4.0813";"1.2262";"-0.0001"
"43.2330";"4.0934";"1.2280";"-0.0001"
"43.3330";"4.1044";"1.2296";"-0.0001"
"43.4330";"4.1153";"1.2313";"-0.0001"
"43.5330";"4.1277";"1.2330";"-0.0001"
"43.6330";"4.1385";"1.2346";"-0.0001"
"43.7330";"4.1498";"1.2363";"-0.0002"
"43.8330";"4.1622";"1.2380";"-0.0002"
"43.9330";"4.1731";"1.2396";"-0.0002"
"44.0330";"4.1852";"1.2413";"-0.0002"
"44.1330";"4.1972";"1.2430";"-0.0002"
"44.2330";"4.2083";"1.2446";"-0.0002"
"44.3330";"4.2204";"1.2463";"-0.0002"
"44.4330";"4.2312";"1.2480";"-0.0002"
"44.5330";"4.2436";"1.2496";"-0.0002"
"44.6330";"4.2554";"1.2513";"-0.0002"
"44.7330";"4.2661";"1.2530";"-0.0002"
"44.8330";"4.2784";"1.2547";"-0.0002"
"44.9330";"4.2884";"1.2563";"-0.0002"
"45.0330";"4.3005";"1.2580";"-0.0002"
"45.1330";"4.3120";"1.2597";"-0.0002"
"45.2330";"4.3227";"1.2612";"-0.0002"
"45.3330";"4.3343";"1.2630";"-0.0002"
"45.4330";"4.3464";"1.2647";"-0.0002"
"45.5330";"4.3562";"1.2662";"-0.0002"
"45.6330";"4.3686";"1.2680";"-0.0002"
"45.7330";"4.3793";"1.2696";"-0.0002"
"45.8330";"4.3895";"1.2713";"-0.0002"
"45.9330";"4.4015";"1.2730";"-0.0002"
"46.0330";"4.4112";"1.2746";"-0.0002"
"46.1330";"4.4227";"1.2763";"-0.0002"
"46.2330";"4.4348";"1.2780";"-0.0002"
"46.3330";"4.4453";"1.2796";"-0.0002"
"46.4330";"4.4565";"1.2813";"-0.0003"
"46.5330";"4.4679";"1.2830";"-0.0003"
"46.6330";"4.4784";"1.2846";"-0.0003"
"46.7330";"4.4905";"1.2863";"-0.0003"
"46.8330";"4.5010";"1.2879";"-0.0003"
"46.9330";"4.5131";"1.2896";"-0.0003"
"47.0330";"4.5242";"1.2913";"-0.0003"
"47.1330";"4.5354";"1.2929";"-0.0003"
"47.2330";"4.5484";"1.2947";"-0.0004"
"47.3330";"4.5590";"1.2963";"-0.0004"
"47.4330";"4.5702";"1.2980";"-0.0004"
"47.5330";"4.5825";"1.2997";"-0.0004"
"47.6330";"4.5930";"1.3013";"-0.0004"
"47.7330";"4.6053";"1.3030";"-0.0004"
"47.8330";"4.6160";"1.3047";"-0.0004"
"47.9330";"4.6261";"1.3063";"-0.0004"
"48.0330";"4.6387";"1.3080";"-0.0004"
"48.1330";"4.6498";"1.3096";"-0.0004"
"48.2330";"4.6611";"1.3113";"-0.0004"
"48.3330";"4.6729";"1.3130";"-0.0004"
"48.4330";"4.6837";"1.3146";"-0.0004"
"48.5330";"4.6947";"1.3163";"-0.0004"
"48.6330";"4.7068";"1.3180";"-0.0004"
"48.7330";"4.7176";"1.3196";"-0.0004"
"48.8330";"4.7290";"1.3213";"-0.0005"
"48.9330";"4.7400";"1.3230";"-0.0004"
"49.0330";"4.7509";"1.3246";"-0.0004"
"49.1330";"4.7629";"1.3263";"-0.0004"
"49.2330";"4.7732";"1.3279";"-0.0004"
"49.3330";"4.7848";"1.3296";"-0.0004"
"49.4330";"4.7964";"1.3313";"-0.0004"
"49.5330";"4.8071";"1.3329";"-0.0004"
"49.6330";"4.8186";"1.3347";"-0.0005"
"49.7330";"4.8294";"1.3363";"-0.0005"
"49.8330";"4.8410";"1.3379";"-0.0005"
"49.9330";"4.8531";"1.3397";"-0.0005"
"50.0330";"4.8635";"1.3412";"-0.0005"
"50.1330";"4.8764";"1.3430";"-0.0005"
"50.2330";"4.8872";"1.3446";"-0.0005"
"50.3330";"4.8980";"1.3462";"-0.0005"
"50.4330";"4.9110";"1.3480";"-0.0005"
"50.5330";"4.9221";"1.3496";"-0.0005"
"50.6330";"4.9333";"1.3513";"-0.0005"
"50.7330";"4.9457";"1.3530";"-0.0005"
"50.8330";"4.9568";"1.3546";"-0.0006"
"50.9330";"4.9683";"1.3563";"-0.0006"
"51.0330";"4.9807";"1.3580";"-0.0006"
"51.1330";"4.9916";"1.3596";"-0.0006"
"51.2330";"5.0036";"1.3613";"-0.0006"
"51.3330";"5.0149";"1.3630";"-0.0006"
"51.4330";"5.0270";"1.3646";"-0.0006"
"51.5330";"5.0388";"1.3663";"-0.0006"
"51.6330";"5.0490";"1.3679";"-0.0006"
"51.7330";"5.0610";"1.3696";"-0.0006"
"51.8330";"5.0727";"1.3713";"-0.0006"
"51.9330";"5.0838";"1.3729";"-0.0006"
"52.0330";"5.0964";"1.3747";"-0.0006"
"52.1330";"5.1074";"1.3763";"-0.0006"
"52.2330";"5.1196";"1.3780";"-0.0006"
"52.3330";"5.1319";"1.3797";"-0.0006"
"52.4330";"5.1426";"1.3813";"-0.0006"
"52.5330";"5.1550";"1.3830";"-0.0006"
"52.6330";"5.1660";"1.3846";"-0.0006"
"52.7330";"5.1774";"1.3863";"-0.0006"
"52.8330";"5.1891";"1.3880";"-0.0006"
"52.9330";"5.1999";"1.3896";"-0.0006"
"53.0330";"5.2106";"1.3913";"-0.0007"
"53.1330";"5.2223";"1.3930";"-0.0006"
"53.2330";"5.2319";"1.3946";"-0.0007"
"53.3330";"5.2428";"1.3963";"-0.0007"
"53.4330";"5.2534";"1.3980";"-0.0007"
"53.5330";"5.2635";"1.3996";"-0.0007"
"53.6330";"5.2752";"1.4013";"-0.0007"
"53.7330";"5.2850";"1.4030";"-0.0007"
"53.8330";"5.2960";"1.4046";"-0.0007"
