Results Table 1
;"1"
End date;"maandag 12 april 2021 12:24:48"
Maximum Force;(kN);"22.70"
Displacement at Maximum Force;(mm);"5.92"
LVDT-10 at Maximum Force;(mm);"-0.14"

Time;Force;Displacement;LVDT-10
(s);(kN);(mm);(mm)
"0.0000";"0.2091";"0.0000";"0.0000"
"0.1000";"0.2122";"0.0046";"-0.0003"
"0.2000";"0.2184";"0.0137";"-0.0005"
"0.3000";"0.2227";"0.0220";"-0.0006"
"0.4000";"0.2270";"0.0303";"-0.0008"
"0.5000";"0.2313";"0.0387";"-0.0007"
"0.6000";"0.2348";"0.0471";"-0.0007"
"0.7000";"0.2440";"0.0554";"-0.0009"
"0.8000";"0.2541";"0.0636";"-0.0010"
"0.9000";"0.2671";"0.0720";"-0.0008"
"1.0000";"0.2719";"0.0803";"-0.0008"
"1.1000";"0.2757";"0.0886";"-0.0008"
"1.2000";"0.2746";"0.0971";"-0.0008"
"1.3000";"0.2766";"0.1054";"-0.0008"
"1.4000";"0.2796";"0.1136";"-0.0007"
"1.5000";"0.2840";"0.1220";"-0.0007"
"1.6000";"0.2878";"0.1303";"-0.0006"
"1.7000";"0.2914";"0.1386";"-0.0005"
"1.8000";"0.2962";"0.1470";"-0.0003"
"1.9000";"0.2980";"0.1554";"-0.0002"
"2.0000";"0.3005";"0.1637";"0.0000"
"2.1000";"0.3025";"0.1720";"0.0002"
"2.2000";"0.3063";"0.1804";"0.0004"
"2.3000";"0.3087";"0.1886";"0.0005"
"2.4000";"0.3117";"0.1970";"0.0005"
"2.5000";"0.3156";"0.2054";"0.0006"
"2.6000";"0.3179";"0.2137";"0.0006"
"2.7000";"0.3221";"0.2220";"0.0007"
"2.8000";"0.3275";"0.2304";"0.0008"
"2.9000";"0.3320";"0.2387";"0.0009"
"3.0000";"0.3360";"0.2469";"0.0009"
"3.1000";"0.3403";"0.2554";"0.0010"
"3.2000";"0.3423";"0.2637";"0.0010"
"3.3000";"0.3452";"0.2720";"0.0011"
"3.4000";"0.3501";"0.2803";"0.0012"
"3.5000";"0.3574";"0.2887";"0.0013"
"3.6000";"0.3624";"0.2969";"0.0014"
"3.7000";"0.3701";"0.3054";"0.0014"
"3.8000";"0.3750";"0.3138";"0.0013"
"3.9000";"0.3811";"0.3220";"0.0014"
"4.0000";"0.3864";"0.3303";"0.0014"
"4.1000";"0.3915";"0.3387";"0.0014"
"4.2000";"0.3955";"0.3470";"0.0015"
"4.3000";"0.4015";"0.3553";"0.0015"
"4.4000";"0.4038";"0.3637";"0.0014"
"4.5000";"0.4071";"0.3720";"0.0015"
"4.6000";"0.4130";"0.3803";"0.0016"
"4.7000";"0.4190";"0.3887";"0.0017"
"4.8000";"0.4219";"0.3970";"0.0016"
"4.9000";"0.4222";"0.4053";"0.0016"
"5.0000";"0.4281";"0.4137";"0.0016"
"5.1000";"0.4355";"0.4220";"0.0016"
"5.2000";"0.4413";"0.4303";"0.0016"
"5.3000";"0.4474";"0.4386";"0.0017"
"5.4000";"0.4525";"0.4470";"0.0018"
"5.5000";"0.4565";"0.4553";"0.0020"
"5.6000";"0.4612";"0.4636";"0.0019"
"5.7000";"0.4659";"0.4721";"0.0015"
"5.8000";"0.4688";"0.4804";"0.0017"
"5.9000";"0.4647";"0.4886";"0.0020"
"6.0000";"0.4661";"0.4970";"0.0021"
"6.1000";"0.4674";"0.5053";"0.0020"
"6.2000";"0.4716";"0.5136";"0.0020"
"6.3000";"0.4747";"0.5221";"0.0021"
"6.4000";"0.4833";"0.5304";"0.0020"
"6.5000";"0.4932";"0.5386";"0.0022"
"6.6000";"0.5039";"0.5470";"0.0022"
"6.7000";"0.5135";"0.5553";"0.0022"
"6.8000";"0.5237";"0.5636";"0.0020"
"6.9000";"0.5337";"0.5720";"0.0021"
"7.0000";"0.5437";"0.5804";"0.0022"
"7.1000";"0.5528";"0.5887";"0.0023"
"7.2000";"0.5611";"0.5970";"0.0024"
"7.3000";"0.5725";"0.6054";"0.0024"
"7.4000";"0.5835";"0.6136";"0.0023"
"7.5000";"0.5954";"0.6220";"0.0024"
"7.6000";"0.6066";"0.6304";"0.0025"
"7.7000";"0.6184";"0.6387";"0.0026"
"7.8000";"0.6353";"0.6470";"0.0026"
"7.9000";"0.6539";"0.6554";"0.0024"
"8.0000";"0.6718";"0.6637";"0.0024"
"8.1000";"0.6904";"0.6720";"0.0025"
"8.2000";"0.7084";"0.6804";"0.0024"
"8.3000";"0.7277";"0.6887";"0.0024"
"8.4000";"0.7449";"0.6970";"0.0025"
"8.5000";"0.7633";"0.7053";"0.0025"
"8.6000";"0.7814";"0.7137";"0.0025"
"8.7000";"0.7976";"0.7220";"0.0024"
"8.8000";"0.7972";"0.7303";"0.0020"
"8.9000";"0.8120";"0.7388";"0.0018"
"9.0000";"0.8320";"0.7470";"0.0018"
"9.1000";"0.8517";"0.7553";"0.0019"
"9.2000";"0.8698";"0.7637";"0.0019"
"9.3000";"0.8890";"0.7720";"0.0019"
"9.4000";"0.9089";"0.7803";"0.0020"
"9.5000";"0.9268";"0.7887";"0.0020"
"9.6000";"0.9441";"0.7971";"0.0019"
"9.7000";"0.9639";"0.8053";"0.0020"
"9.8000";"0.9776";"0.8137";"0.0019"
"9.9000";"0.9972";"0.8220";"0.0019"
"9.9120";"1.0001";"0.8230";"0.0019"
"9.9130";"1.0003";"0.8231";"0.0019"
"10.0130";"0.9959";"0.8260";"0.0018"
"10.1130";"0.9965";"0.8279";"0.0018"
"10.2130";"0.9993";"0.8296";"0.0018"
"10.3130";"1.0023";"0.8313";"0.0018"
"10.4130";"1.0049";"0.8329";"0.0019"
"10.5130";"1.0089";"0.8346";"0.0019"
"10.6130";"1.0128";"0.8363";"0.0019"
"10.7130";"1.0166";"0.8379";"0.0019"
"10.8130";"1.0211";"0.8396";"0.0019"
"10.9130";"1.0241";"0.8413";"0.0019"
"11.0130";"1.0283";"0.8430";"0.0019"
"11.1130";"1.0298";"0.8446";"0.0019"
"11.2130";"1.0329";"0.8463";"0.0018"
"11.3130";"1.0372";"0.8480";"0.0019"
"11.4130";"1.0413";"0.8496";"0.0019"
"11.5130";"1.0464";"0.8513";"0.0019"
"11.6130";"1.0511";"0.8530";"0.0019"
"11.7130";"1.0547";"0.8546";"0.0019"
"11.8130";"1.0598";"0.8563";"0.0019"
"11.9130";"1.0642";"0.8579";"0.0019"
"12.0130";"1.0683";"0.8596";"0.0019"
"12.1130";"1.0733";"0.8613";"0.0019"
"12.2130";"1.0772";"0.8629";"0.0019"
"12.3130";"1.0806";"0.8646";"0.0019"
"12.4130";"1.0844";"0.8663";"0.0019"
"12.5130";"1.0886";"0.8679";"0.0019"
"12.6130";"1.0926";"0.8696";"0.0018"
"12.7130";"1.0960";"0.8713";"0.0018"
"12.8130";"1.1010";"0.8729";"0.0018"
"12.9130";"1.1044";"0.8746";"0.0018"
"13.0130";"1.1076";"0.8763";"0.0018"
"13.1130";"1.1126";"0.8779";"0.0018"
"13.2130";"1.1178";"0.8796";"0.0018"
"13.3130";"1.1225";"0.8812";"0.0018"
"13.4130";"1.1267";"0.8830";"0.0018"
"13.5130";"1.1293";"0.8846";"0.0018"
"13.6130";"1.1338";"0.8863";"0.0017"
"13.7130";"1.1384";"0.8880";"0.0017"
"13.8130";"1.1429";"0.8896";"0.0018"
"13.9130";"1.1481";"0.8913";"0.0018"
"14.0130";"1.1520";"0.8930";"0.0018"
"14.1130";"1.1560";"0.8946";"0.0017"
"14.2130";"1.1616";"0.8963";"0.0017"
"14.3130";"1.1671";"0.8980";"0.0017"
"14.4130";"1.1721";"0.8996";"0.0018"
"14.5130";"1.1781";"0.9013";"0.0018"
"14.6130";"1.1824";"0.9029";"0.0017"
"14.7130";"1.1867";"0.9046";"0.0018"
"14.8130";"1.1923";"0.9063";"0.0018"
"14.9130";"1.1969";"0.9079";"0.0018"
"15.0130";"1.2023";"0.9096";"0.0018"
"15.1130";"1.2078";"0.9113";"0.0018"
"15.2130";"1.2121";"0.9129";"0.0018"
"15.3130";"1.2177";"0.9146";"0.0018"
"15.4130";"1.2221";"0.9163";"0.0018"
"15.5130";"1.2275";"0.9179";"0.0018"
"15.6130";"1.2332";"0.9196";"0.0018"
"15.7130";"1.2382";"0.9213";"0.0018"
"15.8130";"1.2440";"0.9230";"0.0018"
"15.9130";"1.2484";"0.9246";"0.0018"
"16.0130";"1.2540";"0.9263";"0.0018"
"16.1130";"1.2588";"0.9280";"0.0018"
"16.2130";"1.2631";"0.9296";"0.0018"
"16.3130";"1.2690";"0.9313";"0.0018"
"16.4130";"1.2731";"0.9329";"0.0018"
"16.5130";"1.2773";"0.9346";"0.0018"
"16.6130";"1.2825";"0.9363";"0.0018"
"16.7130";"1.2869";"0.9379";"0.0018"
"16.8130";"1.2924";"0.9396";"0.0017"
"16.9130";"1.2982";"0.9413";"0.0017"
"17.0130";"1.3028";"0.9429";"0.0017"
"17.1130";"1.3084";"0.9446";"0.0017"
"17.2130";"1.3134";"0.9463";"0.0017"
"17.3130";"1.3181";"0.9479";"0.0018"
"17.4130";"1.3240";"0.9497";"0.0018"
"17.5130";"1.3271";"0.9513";"0.0017"
"17.6130";"1.3321";"0.9529";"0.0017"
"17.7130";"1.3371";"0.9547";"0.0017"
"17.8130";"1.3421";"0.9563";"0.0017"
"17.9130";"1.3475";"0.9579";"0.0017"
"18.0130";"1.3522";"0.9596";"0.0018"
"18.1130";"1.3576";"0.9613";"0.0018"
"18.2130";"1.3630";"0.9630";"0.0018"
"18.3130";"1.3678";"0.9646";"0.0017"
"18.4130";"1.3731";"0.9663";"0.0018"
"18.5130";"1.3787";"0.9680";"0.0018"
"18.6130";"1.3834";"0.9696";"0.0018"
"18.7130";"1.3896";"0.9713";"0.0018"
"18.8130";"1.3939";"0.9729";"0.0018"
"18.9130";"1.3986";"0.9746";"0.0018"
"19.0130";"1.4047";"0.9763";"0.0018"
"19.1130";"1.4095";"0.9779";"0.0019"
"19.2130";"1.4153";"0.9796";"0.0018"
"19.3130";"1.4203";"0.9813";"0.0018"
"19.4130";"1.4254";"0.9829";"0.0018"
"19.5130";"1.4313";"0.9846";"0.0018"
"19.6130";"1.4371";"0.9863";"0.0018"
"19.7130";"1.4425";"0.9879";"0.0018"
"19.8130";"1.4485";"0.9896";"0.0018"
"19.9130";"1.4530";"0.9913";"0.0018"
"20.0130";"1.4584";"0.9929";"0.0018"
"20.1130";"1.4639";"0.9946";"0.0018"
"20.2130";"1.4696";"0.9963";"0.0018"
"20.3130";"1.4750";"0.9980";"0.0017"
"20.4130";"1.4793";"0.9996";"0.0018"
"20.5130";"1.4852";"1.0013";"0.0017"
"20.6130";"1.4896";"1.0030";"0.0017"
"20.7130";"1.4953";"1.0046";"0.0017"
"20.8130";"1.5015";"1.0063";"0.0018"
"20.9130";"1.5066";"1.0080";"0.0017"
"21.0130";"1.5117";"1.0096";"0.0017"
"21.1130";"1.5176";"1.0113";"0.0017"
"21.2130";"1.5232";"1.0129";"0.0017"
"21.3130";"1.5278";"1.0146";"0.0017"
"21.4130";"1.5330";"1.0163";"0.0017"
"21.5130";"1.5383";"1.0179";"0.0017"
"21.6130";"1.5443";"1.0196";"0.0017"
"21.7130";"1.5501";"1.0213";"0.0017"
"21.8130";"1.5549";"1.0229";"0.0017"
"21.9130";"1.5614";"1.0246";"0.0017"
"22.0130";"1.5666";"1.0263";"0.0017"
"22.1130";"1.5726";"1.0279";"0.0018"
"22.2130";"1.5787";"1.0297";"0.0017"
"22.3130";"1.5846";"1.0313";"0.0018"
"22.4130";"1.5905";"1.0329";"0.0018"
"22.5130";"1.5966";"1.0346";"0.0018"
"22.6130";"1.6019";"1.0362";"0.0017"
"22.7130";"1.6082";"1.0380";"0.0017"
"22.8130";"1.6140";"1.0396";"0.0017"
"22.9130";"1.6199";"1.0412";"0.0017"
"23.0130";"1.6262";"1.0430";"0.0017"
"23.1130";"1.6313";"1.0446";"0.0017"
"23.2130";"1.6369";"1.0463";"0.0018"
"23.3130";"1.6424";"1.0480";"0.0018"
"23.4130";"1.6473";"1.0496";"0.0017"
"23.5130";"1.6520";"1.0513";"0.0017"
"23.6130";"1.6574";"1.0529";"0.0017"
"23.7130";"1.6625";"1.0546";"0.0017"
"23.8130";"1.6683";"1.0563";"0.0017"
"23.9130";"1.6711";"1.0579";"0.0016"
"24.0130";"1.6764";"1.0596";"0.0016"
"24.1130";"1.6821";"1.0613";"0.0016"
"24.2130";"1.6873";"1.0629";"0.0016"
"24.3130";"1.6940";"1.0646";"0.0016"
"24.4130";"1.6987";"1.0663";"0.0016"
"24.5130";"1.7002";"1.0679";"0.0016"
"24.6130";"1.7055";"1.0696";"0.0016"
"24.7130";"1.7084";"1.0713";"0.0016"
"24.8130";"1.7117";"1.0729";"0.0015"
"24.9130";"1.7179";"1.0746";"0.0015"
"25.0130";"1.7233";"1.0762";"0.0015"
"25.1130";"1.7305";"1.0780";"0.0015"
"25.2130";"1.7362";"1.0796";"0.0015"
"25.3130";"1.7419";"1.0813";"0.0015"
"25.4130";"1.7482";"1.0830";"0.0015"
"25.5130";"1.7543";"1.0846";"0.0015"
"25.6130";"1.7609";"1.0863";"0.0015"
"25.7130";"1.7664";"1.0879";"0.0015"
"25.8130";"1.7732";"1.0896";"0.0015"
"25.9130";"1.7800";"1.0913";"0.0015"
"26.0130";"1.7855";"1.0929";"0.0014"
"26.1130";"1.7922";"1.0946";"0.0015"
"26.2130";"1.7991";"1.0963";"0.0015"
"26.3130";"1.8046";"1.0979";"0.0015"
"26.4130";"1.8115";"1.0996";"0.0015"
"26.5130";"1.8178";"1.1013";"0.0015"
"26.6130";"1.8227";"1.1029";"0.0015"
"26.7130";"1.8297";"1.1047";"0.0015"
"26.8130";"1.8348";"1.1063";"0.0015"
"26.9130";"1.8416";"1.1079";"0.0015"
"27.0130";"1.8490";"1.1097";"0.0015"
"27.1130";"1.8532";"1.1113";"0.0015"
"27.2130";"1.8593";"1.1129";"0.0015"
"27.3130";"1.8656";"1.1146";"0.0015"
"27.4130";"1.8722";"1.1163";"0.0015"
"27.5130";"1.8780";"1.1179";"0.0015"
"27.6130";"1.8848";"1.1196";"0.0015"
"27.7130";"1.8907";"1.1213";"0.0015"
"27.8130";"1.8963";"1.1229";"0.0015"
"27.9130";"1.9016";"1.1246";"0.0015"
"28.0130";"1.9081";"1.1263";"0.0015"
"28.1130";"1.9140";"1.1279";"0.0015"
"28.2130";"1.9209";"1.1296";"0.0015"
"28.3130";"1.9273";"1.1313";"0.0015"
"28.4130";"1.9324";"1.1329";"0.0015"
"28.5130";"1.9391";"1.1346";"0.0015"
"28.6130";"1.9460";"1.1363";"0.0015"
"28.7130";"1.9507";"1.1379";"0.0015"
"28.8130";"1.9562";"1.1396";"0.0015"
"28.9130";"1.9616";"1.1413";"0.0014"
"29.0130";"1.9673";"1.1429";"0.0015"
"29.1130";"1.9737";"1.1446";"0.0015"
"29.2130";"1.9803";"1.1463";"0.0015"
"29.3130";"1.9862";"1.1479";"0.0015"
"29.4130";"1.9923";"1.1496";"0.0014"
"29.5130";"1.9977";"1.1512";"0.0014"
"29.6130";"2.0039";"1.1529";"0.0014"
"29.7130";"2.0105";"1.1546";"0.0014"
"29.8130";"2.0165";"1.1563";"0.0014"
"29.9130";"2.0230";"1.1580";"0.0014"
"30.0130";"2.0283";"1.1596";"0.0014"
"30.1130";"2.0355";"1.1613";"0.0014"
"30.2130";"2.0412";"1.1630";"0.0014"
"30.3130";"2.0471";"1.1646";"0.0013"
"30.4130";"2.0530";"1.1663";"0.0013"
"30.5130";"2.0587";"1.1679";"0.0013"
"30.6130";"2.0644";"1.1696";"0.0013"
"30.7130";"2.0702";"1.1713";"0.0013"
"30.8130";"2.0755";"1.1729";"0.0013"
"30.9130";"2.0821";"1.1746";"0.0013"
"31.0130";"2.0879";"1.1763";"0.0013"
"31.1130";"2.0937";"1.1779";"0.0014"
"31.2130";"2.0998";"1.1796";"0.0014"
"31.3130";"2.1058";"1.1813";"0.0014"
"31.4130";"2.1110";"1.1829";"0.0013"
"31.5130";"2.1168";"1.1847";"0.0014"
"31.6130";"2.1223";"1.1863";"0.0013"
"31.7130";"2.1290";"1.1879";"0.0013"
"31.8130";"2.1358";"1.1896";"0.0013"
"31.9130";"2.1414";"1.1913";"0.0013"
"32.0130";"2.1480";"1.1929";"0.0013"
"32.1130";"2.1539";"1.1946";"0.0013"
"32.2130";"2.1608";"1.1963";"0.0013"
"32.3130";"2.1671";"1.1979";"0.0013"
"32.4130";"2.1740";"1.1996";"0.0013"
"32.5130";"2.1789";"1.2013";"0.0012"
"32.6130";"2.1855";"1.2029";"0.0013"
"32.7130";"2.1916";"1.2046";"0.0012"
"32.8130";"2.1977";"1.2063";"0.0012"
"32.9130";"2.2037";"1.2079";"0.0012"
"33.0130";"2.2098";"1.2096";"0.0012"
"33.1130";"2.2167";"1.2113";"0.0011"
"33.2130";"2.2228";"1.2129";"0.0012"
"33.3130";"2.2295";"1.2146";"0.0011"
"33.4130";"2.2361";"1.2163";"0.0012"
"33.5130";"2.2415";"1.2179";"0.0011"
"33.6130";"2.2488";"1.2196";"0.0011"
"33.7130";"2.2549";"1.2213";"0.0012"
"33.8130";"2.2609";"1.2229";"0.0012"
"33.9130";"2.2685";"1.2246";"0.0012"
"34.0130";"2.2739";"1.2262";"0.0012"
"34.1130";"2.2792";"1.2279";"0.0012"
"34.2130";"2.2856";"1.2296";"0.0012"
"34.3130";"2.2905";"1.2312";"0.0012"
"34.4130";"2.2975";"1.2329";"0.0011"
"34.5130";"2.3032";"1.2346";"0.0011"
"34.6130";"2.3097";"1.2363";"0.0011"
"34.7130";"2.3155";"1.2380";"0.0011"
"34.8130";"2.3208";"1.2396";"0.0011"
"34.9130";"2.3273";"1.2413";"0.0011"
"35.0130";"2.3334";"1.2429";"0.0011"
"35.1130";"2.3391";"1.2446";"0.0011"
"35.2130";"2.3458";"1.2463";"0.0010"
"35.3130";"2.3516";"1.2479";"0.0011"
"35.4130";"2.3581";"1.2496";"0.0010"
"35.5130";"2.3646";"1.2513";"0.0010"
"35.6130";"2.3700";"1.2529";"0.0010"
"35.7130";"2.3751";"1.2546";"0.0010"
"35.8130";"2.3792";"1.2563";"0.0010"
"35.9130";"2.3818";"1.2579";"0.0009"
"36.0130";"2.3863";"1.2596";"0.0009"
"36.1130";"2.3906";"1.2613";"0.0010"
"36.2130";"2.3968";"1.2629";"0.0010"
"36.3130";"2.4051";"1.2647";"0.0009"
"36.4130";"2.4118";"1.2663";"0.0009"
"36.5130";"2.4201";"1.2679";"0.0009"
"36.6130";"2.4278";"1.2696";"0.0010"
"36.7130";"2.4348";"1.2713";"0.0010"
"36.8130";"2.4433";"1.2730";"0.0010"
"36.9130";"2.4507";"1.2746";"0.0010"
"37.0130";"2.4587";"1.2763";"0.0010"
"37.1130";"2.4665";"1.2779";"0.0010"
"37.2130";"2.4738";"1.2796";"0.0010"
"37.3130";"2.4819";"1.2813";"0.0010"
"37.4130";"2.4891";"1.2829";"0.0010"
"37.5130";"2.4973";"1.2846";"0.0010"
"37.6130";"2.5053";"1.2863";"0.0010"
"37.7130";"2.5120";"1.2879";"0.0010"
"37.8130";"2.5202";"1.2896";"0.0010"
"37.9130";"2.5280";"1.2913";"0.0010"
"38.0130";"2.5350";"1.2929";"0.0010"
"38.1130";"2.5436";"1.2946";"0.0010"
"38.2130";"2.5509";"1.2963";"0.0010"
"38.3130";"2.5577";"1.2979";"0.0010"
"38.4130";"2.5659";"1.2997";"0.0010"
"38.5130";"2.5723";"1.3013";"0.0010"
"38.6130";"2.5800";"1.3029";"0.0010"
"38.7130";"2.5879";"1.3046";"0.0009"
"38.8130";"2.5947";"1.3062";"0.0010"
"38.9130";"2.6026";"1.3079";"0.0009"
"39.0130";"2.6097";"1.3096";"0.0010"
"39.1130";"2.6170";"1.3112";"0.0009"
"39.2130";"2.6253";"1.3130";"0.0009"
"39.3130";"2.6324";"1.3146";"0.0009"
"39.4130";"2.6392";"1.3163";"0.0009"
"39.5130";"2.6466";"1.3180";"0.0009"
"39.6130";"2.6521";"1.3196";"0.0009"
"39.7130";"2.6560";"1.3213";"0.0009"
"39.8130";"2.6559";"1.3230";"0.0007"
"39.9130";"2.6578";"1.3246";"0.0006"
"40.0130";"2.6651";"1.3263";"0.0007"
"40.1130";"2.6723";"1.3279";"0.0007"
"40.2130";"2.6812";"1.3296";"0.0007"
"40.3130";"2.6899";"1.3313";"0.0007"
"40.4130";"2.6968";"1.3329";"0.0007"
"40.5130";"2.7067";"1.3346";"0.0007"
"40.6130";"2.7146";"1.3363";"0.0007"
"40.7130";"2.7228";"1.3379";"0.0007"
"40.8130";"2.7322";"1.3397";"0.0007"
"40.9130";"2.7398";"1.3413";"0.0007"
"41.0130";"2.7486";"1.3429";"0.0007"
"41.1130";"2.7572";"1.3446";"0.0007"
"41.2130";"2.7643";"1.3463";"0.0007"
"41.3130";"2.7741";"1.3480";"0.0007"
"41.4130";"2.7816";"1.3496";"0.0007"
"41.5130";"2.7892";"1.3513";"0.0006"
"41.6130";"2.7978";"1.3530";"0.0006"
"41.7130";"2.8054";"1.3546";"0.0006"
"41.8130";"2.8141";"1.3563";"0.0006"
"41.9130";"2.8228";"1.3579";"0.0006"
"42.0130";"2.8307";"1.3596";"0.0006"
"42.1130";"2.8389";"1.3613";"0.0006"
"42.2130";"2.8462";"1.3629";"0.0006"
"42.3130";"2.8544";"1.3646";"0.0006"
"42.4130";"2.8626";"1.3663";"0.0006"
"42.5130";"2.8697";"1.3679";"0.0006"
"42.6130";"2.8776";"1.3696";"0.0005"
"42.7130";"2.8855";"1.3713";"0.0005"
"42.8130";"2.8922";"1.3729";"0.0006"
"42.9130";"2.9005";"1.3747";"0.0006"
"43.0130";"2.9070";"1.3763";"0.0006"
"43.1130";"2.9142";"1.3779";"0.0006"
"43.2130";"2.9226";"1.3797";"0.0006"
"43.3130";"2.9285";"1.3813";"0.0006"
"43.4130";"2.9354";"1.3829";"0.0006"
"43.5130";"2.9429";"1.3846";"0.0006"
"43.6130";"2.9494";"1.3862";"0.0006"
"43.7130";"2.9586";"1.3880";"0.0006"
"43.8130";"2.9664";"1.3896";"0.0006"
"43.9130";"2.9746";"1.3913";"0.0006"
"44.0130";"2.9840";"1.3930";"0.0006"
"44.1130";"2.9919";"1.3946";"0.0006"
"44.2130";"3.0005";"1.3963";"0.0006"
"44.3130";"3.0092";"1.3980";"0.0006"
"44.4130";"3.0174";"1.3996";"0.0006"
"44.5130";"3.0266";"1.4013";"0.0006"
"44.6130";"3.0356";"1.4029";"0.0006"
"44.7130";"3.0443";"1.4046";"0.0006"
"44.8130";"3.0531";"1.4063";"0.0006"
"44.9130";"3.0613";"1.4079";"0.0006"
"45.0130";"3.0707";"1.4096";"0.0005"
"45.1130";"3.0797";"1.4113";"0.0005"
"45.2130";"3.0880";"1.4129";"0.0005"
"45.3130";"3.0974";"1.4146";"0.0004"
"45.4130";"3.1063";"1.4162";"0.0005"
"45.5130";"3.1152";"1.4179";"0.0005"
"45.6130";"3.1245";"1.4197";"0.0005"
"45.7130";"3.1322";"1.4212";"0.0005"
"45.8130";"3.1409";"1.4230";"0.0005"
"45.9130";"3.1497";"1.4246";"0.0005"
"46.0130";"3.1573";"1.4263";"0.0005"
"46.1130";"3.1662";"1.4280";"0.0005"
"46.2130";"3.1746";"1.4296";"0.0005"
"46.3130";"3.1825";"1.4313";"0.0005"
"46.4130";"3.1907";"1.4330";"0.0005"
"46.5130";"3.1978";"1.4346";"0.0004"
"46.6130";"3.2065";"1.4363";"0.0004"
"46.7130";"3.2133";"1.4379";"0.0004"
"46.8130";"3.2206";"1.4396";"0.0004"
"46.9130";"3.2279";"1.4413";"0.0003"
"47.0130";"3.2363";"1.4429";"0.0003"
"47.1130";"3.2444";"1.4446";"0.0003"
"47.2130";"3.2536";"1.4463";"0.0003"
"47.3130";"3.2625";"1.4479";"0.0003"
"47.4130";"3.2721";"1.4496";"0.0003"
"47.5130";"3.2815";"1.4513";"0.0003"
"47.6130";"3.2906";"1.4529";"0.0003"
"47.7130";"3.3005";"1.4547";"0.0003"
"47.8130";"3.3089";"1.4563";"0.0003"
"47.9130";"3.3181";"1.4579";"0.0003"
"48.0130";"3.3282";"1.4596";"0.0002"
"48.1130";"3.3368";"1.4612";"0.0002"
"48.2130";"3.3462";"1.4630";"0.0002"
"48.3130";"3.3554";"1.4646";"0.0002"
"48.4130";"3.3649";"1.4662";"0.0002"
"48.5130";"3.3742";"1.4680";"0.0002"
"48.6130";"3.3835";"1.4696";"0.0002"
"48.7130";"3.3931";"1.4713";"0.0002"
"48.8130";"3.4026";"1.4730";"0.0001"
"48.9130";"3.4116";"1.4746";"0.0001"
"49.0130";"3.4210";"1.4763";"0.0002"
"49.1130";"3.4296";"1.4780";"0.0001"
"49.2130";"3.4391";"1.4796";"0.0001"
"49.3130";"3.4488";"1.4813";"0.0002"
"49.4130";"3.4578";"1.4829";"0.0001"
"49.5130";"3.4665";"1.4846";"0.0002"
"49.6130";"3.4761";"1.4863";"0.0002"
"49.7130";"3.4840";"1.4879";"0.0002"
"49.8130";"3.4939";"1.4896";"0.0002"
"49.9130";"3.5026";"1.4913";"0.0002"
"50.0130";"3.5116";"1.4929";"0.0002"
"50.1130";"3.5207";"1.4946";"0.0002"
"50.2130";"3.5286";"1.4962";"0.0002"
"50.3130";"3.5380";"1.4979";"0.0002"
"50.4130";"3.5474";"1.4996";"0.0001"
"50.5130";"3.5552";"1.5012";"0.0001"
"50.6130";"3.5642";"1.5030";"0.0001"
"50.7130";"3.5723";"1.5046";"0.0001"
"50.8130";"3.5806";"1.5062";"0.0001"
"50.9130";"3.5898";"1.5080";"0.0001"
"51.0130";"3.5975";"1.5096";"0.0001"
"51.1130";"3.6061";"1.5113";"0.0001"
"51.2130";"3.6149";"1.5130";"0.0001"
"51.3130";"3.6228";"1.5146";"0.0000"
"51.4130";"3.6317";"1.5163";"0.0000"
"51.5130";"3.6406";"1.5179";"0.0000"
"51.6130";"3.6489";"1.5196";"0.0001"
"51.7130";"3.6583";"1.5213";"0.0000"
"51.8130";"3.6670";"1.5229";"0.0000"
"51.9130";"3.6765";"1.5246";"0.0000"
"52.0130";"3.6858";"1.5263";"0.0000"
"52.1130";"3.6940";"1.5279";"0.0000"
"52.2130";"3.7041";"1.5297";"0.0000"
"52.3130";"3.7127";"1.5313";"0.0000"
"52.4130";"3.7219";"1.5329";"0.0000"
"52.5130";"3.7319";"1.5347";"0.0000"
"52.6130";"3.7398";"1.5363";"0.0000"
"52.7130";"3.7501";"1.5380";"0.0000"
"52.8130";"3.7593";"1.5396";"0.0000"
"52.9130";"3.7679";"1.5412";"0.0000"
"53.0130";"3.7776";"1.5430";"0.0000"
"53.1130";"3.7865";"1.5446";"0.0000"
"53.2130";"3.7952";"1.5462";"0.0000"
"53.3130";"3.8054";"1.5480";"0.0000"
"53.4130";"3.8135";"1.5496";"0.0000"
"53.5130";"3.8225";"1.5513";"-0.0001"
"53.6130";"3.8317";"1.5530";"-0.0001"
"53.7130";"3.8396";"1.5546";"-0.0001"
"53.8130";"3.8495";"1.5563";"-0.0001"
"53.9130";"3.8572";"1.5579";"-0.0001"
"54.0130";"3.8667";"1.5596";"-0.0001"
"54.1130";"3.8759";"1.5613";"-0.0001"
"54.2130";"3.8840";"1.5629";"-0.0001"
"54.3130";"3.8930";"1.5646";"-0.0001"
"54.4130";"3.9018";"1.5663";"-0.0002"
"54.5130";"3.9106";"1.5679";"-0.0002"
"54.6130";"3.9186";"1.5696";"-0.0002"
"54.7130";"3.9269";"1.5712";"-0.0003"
"54.8130";"3.9362";"1.5729";"-0.0003"
"54.9130";"3.9451";"1.5746";"-0.0003"
"55.0130";"3.9531";"1.5762";"-0.0003"
