Results Table 1
;"1"
End date;"maandag 12 april 2021 10:19:25"
Maximum Force;(kN);"15.77"
Displacement at Maximum Force;(mm);"3.08"

Time;Force;Displacement
(s);(kN);(mm)
"71.4330";"6.1332";"1.6043"
"71.5330";"6.1446";"1.6060"
"71.6330";"6.1560";"1.6077"
"71.7330";"6.1667";"1.6093"
"71.8330";"6.1788";"1.6110"
"71.9330";"6.1898";"1.6127"
"72.0330";"6.2010";"1.6143"
"72.1330";"6.2128";"1.6160"
"72.2330";"6.2237";"1.6177"
"72.3330";"6.2355";"1.6194"
"72.4330";"6.2470";"1.6210"
"72.5330";"6.2580";"1.6227"
"72.6330";"6.2701";"1.6244"
"72.7330";"6.2803";"1.6260"
"72.8330";"6.2921";"1.6277"
"72.9330";"6.3042";"1.6294"
"73.0330";"6.3147";"1.6310"
"73.1330";"6.3266";"1.6327"
"73.2330";"6.3380";"1.6344"
"73.3330";"6.3488";"1.6360"
"73.4330";"6.3610";"1.6377"
"73.5330";"6.3715";"1.6393"
"73.6330";"6.3832";"1.6410"
"73.7330";"6.3951";"1.6427"
"73.8330";"6.4061";"1.6443"
"73.9330";"6.4175";"1.6460"
"74.0330";"6.4291";"1.6477"
"74.1330";"6.4405";"1.6493"
"74.2330";"6.4527";"1.6511"
"74.3330";"6.4638";"1.6527"
"74.4330";"6.4749";"1.6544"
"74.5330";"6.4875";"1.6560"
"74.6330";"6.4986";"1.6577"
"74.7330";"6.5103";"1.6594"
"74.8330";"6.5215";"1.6610"
"74.9330";"6.5330";"1.6627"
"75.0330";"6.5448";"1.6644"
"75.1330";"6.5553";"1.6660"
"75.2330";"6.5678";"1.6677"
"75.3330";"6.5793";"1.6694"
"75.4330";"6.5906";"1.6710"
"75.5330";"6.6025";"1.6727"
"75.6330";"6.6142";"1.6744"
"75.7330";"6.6250";"1.6760"
"75.8330";"6.6382";"1.6777"
"75.9330";"6.6491";"1.6794"
"76.0330";"6.6610";"1.6810"
"76.1330";"6.6734";"1.6827"
"76.2330";"6.6842";"1.6843"
"76.3330";"6.6959";"1.6860"
"76.4330";"6.7078";"1.6877"
"76.5330";"6.7193";"1.6893"
"76.6330";"6.7314";"1.6910"
"76.7330";"6.7428";"1.6927"
"76.8330";"6.7548";"1.6944"
"76.9330";"6.7666";"1.6960"
"77.0330";"6.7779";"1.6977"
"77.1330";"6.7905";"1.6994"
"77.2330";"6.8013";"1.7010"
"77.3330";"6.8139";"1.7027"
"77.4330";"6.8261";"1.7044"
"77.5330";"6.8374";"1.7060"
"77.6330";"6.8495";"1.7077"
"77.7330";"6.8616";"1.7094"
"77.8330";"6.8726";"1.7110"
"77.9330";"6.8856";"1.7127"
"78.0330";"6.8969";"1.7144"
"78.1330";"6.9085";"1.7160"
"78.2330";"6.9211";"1.7177"
"78.3330";"6.9324";"1.7193"
"78.4330";"6.9442";"1.7210"
"78.5330";"6.9568";"1.7227"
"78.6330";"6.9680";"1.7243"
"78.7330";"6.9804";"1.7260"
"78.8330";"6.9925";"1.7277"
"78.9330";"7.0040";"1.7294"
"79.0330";"7.0165";"1.7311"
"79.1330";"7.0279";"1.7327"
"79.2330";"7.0402";"1.7344"
"79.3330";"7.0524";"1.7360"
"79.4330";"7.0641";"1.7377"
"79.5330";"7.0764";"1.7394"
"79.6330";"7.0883";"1.7410"
"79.7330";"7.0994";"1.7427"
"79.8330";"7.1125";"1.7444"
"79.9330";"7.1231";"1.7460"
"80.0330";"7.1364";"1.7477"
"80.1330";"7.1489";"1.7494"
"80.2330";"7.1598";"1.7510"
"80.3330";"7.1727";"1.7527"
"80.4330";"7.1843";"1.7543"
"80.5330";"7.1962";"1.7560"
"80.6330";"7.2088";"1.7577"
"80.7330";"7.2198";"1.7593"
"80.8330";"7.2327";"1.7610"
"80.9330";"7.2450";"1.7627"
"81.0330";"7.2563";"1.7643"
"81.1330";"7.2692";"1.7660"
"81.2330";"7.2808";"1.7677"
"81.3330";"7.2919";"1.7693"
"81.4330";"7.3051";"1.7710"
"81.5330";"7.3172";"1.7727"
"81.6330";"7.3295";"1.7744"
"81.7330";"7.3417";"1.7760"
"81.8330";"7.3536";"1.7777"
"81.9330";"7.3659";"1.7794"
"82.0330";"7.3778";"1.7810"
"82.1330";"7.3910";"1.7827"
"82.2330";"7.4029";"1.7844"
"82.3330";"7.4143";"1.7860"
"82.4330";"7.4275";"1.7877"
"82.5330";"7.4399";"1.7894"
"82.6330";"7.4512";"1.7910"
"82.7330";"7.4641";"1.7927"
"82.8330";"7.4759";"1.7944"
"82.9330";"7.4873";"1.7960"
"83.0330";"7.5001";"1.7977"
"83.1330";"7.5119";"1.7993"
"83.2330";"7.5242";"1.8010"
"83.3330";"7.5365";"1.8027"
"83.4330";"7.5490";"1.8043"
"83.5330";"7.5614";"1.8060"
"83.6330";"7.5738";"1.8077"
"83.7330";"7.5862";"1.8094"
"83.8330";"7.5988";"1.8110"
"83.9330";"7.6104";"1.8127"
"84.0330";"7.6233";"1.8144"
"84.1330";"7.6353";"1.8160"
"84.2330";"7.6475";"1.8177"
"84.3330";"7.6603";"1.8194"
"84.4330";"7.6715";"1.8210"
"84.5330";"7.6840";"1.8227"
"84.6330";"7.6974";"1.8244"
"84.7330";"7.7087";"1.8260"
"84.8330";"7.7218";"1.8277"
"84.9330";"7.7335";"1.8294"
"85.0330";"7.7458";"1.8310"
"85.1330";"7.7589";"1.8327"
"85.2330";"7.7707";"1.8343"
"85.3330";"7.7828";"1.8360"
"85.4330";"7.7965";"1.8377"
"85.5330";"7.8079";"1.8393"
"85.6330";"7.8204";"1.8411"
"85.7330";"7.8330";"1.8427"
"85.8330";"7.8450";"1.8443"
"85.9330";"7.8582";"1.8461"
"86.0330";"7.8694";"1.8477"
"86.1330";"7.8827";"1.8494"
"86.2330";"7.8950";"1.8510"
"86.3330";"7.9069";"1.8527"
"86.4330";"7.9200";"1.8544"
"86.5330";"7.9320";"1.8560"
"86.6330";"7.9452";"1.8577"
"86.7330";"7.9573";"1.8594"
"86.8330";"7.9693";"1.8610"
"86.9330";"7.9822";"1.8627"
"87.0330";"7.9951";"1.8644"
"87.1330";"8.0067";"1.8660"
"87.2330";"8.0193";"1.8677"
"87.3330";"8.0314";"1.8694"
"87.4330";"8.0445";"1.8710"
"87.5330";"8.0572";"1.8727"
"87.6330";"8.0692";"1.8743"
"87.7330";"8.0814";"1.8760"
"87.8330";"8.0938";"1.8777"
"87.9330";"8.1061";"1.8793"
"88.0330";"8.1192";"1.8810"
"88.1330";"8.1317";"1.8827"
"88.2330";"8.1439";"1.8843"
"88.3330";"8.1565";"1.8861"
"88.4330";"8.1694";"1.8877"
"88.5330";"8.1816";"1.8894"
"88.6330";"8.1948";"1.8911"
"88.7330";"8.2066";"1.8927"
"88.8330";"8.2199";"1.8944"
"88.9330";"8.2322";"1.8960"
"89.0330";"8.2440";"1.8977"
"89.1330";"8.2577";"1.8994"
"89.2330";"8.2694";"1.9010"
"89.3330";"8.2824";"1.9027"
"89.4330";"8.2947";"1.9044"
"89.5330";"8.3065";"1.9060"
"89.6330";"8.3200";"1.9077"
"89.7330";"8.3315";"1.9093"
"89.8330";"8.3441";"1.9110"
"89.9330";"8.3576";"1.9127"
"90.0330";"8.3693";"1.9143"
"90.1330";"8.3827";"1.9160"
"90.2330";"8.3945";"1.9177"
"90.3330";"8.4066";"1.9193"
"90.4330";"8.4201";"1.9211"
"90.5330";"8.4322";"1.9227"
"90.6330";"8.4441";"1.9243"
"90.7330";"8.4579";"1.9261"
"90.8330";"8.4697";"1.9277"
"90.9330";"8.4824";"1.9294"
"91.0330";"8.4954";"1.9310"
"91.1330";"8.5072";"1.9327"
"91.2330";"8.5202";"1.9344"
"91.3330";"8.5326";"1.9360"
"91.4330";"8.5455";"1.9377"
"91.5330";"8.5579";"1.9394"
"91.6330";"8.5705";"1.9410"
"91.7330";"8.5838";"1.9427"
"91.8330";"8.5968";"1.9444"
"91.9330";"8.6086";"1.9460"
"92.0330";"8.6227";"1.9477"
"92.1330";"8.6338";"1.9494"
"92.2330";"8.6468";"1.9510"
"92.3330";"8.6605";"1.9527"
"92.4330";"8.6721";"1.9543"
"92.5330";"8.6855";"1.9560"
"92.6330";"8.6977";"1.9577"
"92.7330";"8.7096";"1.9593"
"92.8330";"8.7227";"1.9611"
"92.9330";"8.7349";"1.9627"
"93.0330";"8.7477";"1.9643"
"93.1330";"8.7610";"1.9660"
"93.2330";"8.7732";"1.9677"
"93.3330";"8.7868";"1.9694"
"93.4330";"8.7986";"1.9710"
"93.5330";"8.8110";"1.9727"
"93.6330";"8.8249";"1.9744"
"93.7330";"8.8363";"1.9760"
"93.8330";"8.8494";"1.9777"
"93.9330";"8.8622";"1.9794"
"94.0330";"8.8739";"1.9810"
"94.1330";"8.8873";"1.9827"
"94.2330";"8.8999";"1.9844"
"94.3330";"8.9121";"1.9860"
"94.4330";"8.9254";"1.9877"
"94.5330";"8.9375";"1.9893"
"94.6330";"8.9504";"1.9910"
"94.7330";"8.9641";"1.9927"
"94.8330";"8.9761";"1.9943"
"94.9330";"8.9899";"1.9961"
"95.0330";"9.0021";"1.9977"
"95.1330";"9.0143";"1.9993"
"95.2330";"9.0281";"2.0011"
"95.3330";"9.0404";"2.0027"
"95.4330";"9.0531";"2.0044"
"95.5330";"9.0661";"2.0061"
"95.6330";"9.0790";"2.0077"
"95.7330";"9.0919";"2.0094"
"95.8330";"9.1040";"2.0110"
"95.9330";"9.1170";"2.0127"
"96.0330";"9.1305";"2.0144"
"96.1330";"9.1428";"2.0160"
"96.2330";"9.1555";"2.0177"
"96.3330";"9.1697";"2.0194"
"96.4330";"9.1811";"2.0210"
"96.5330";"9.1945";"2.0227"
"96.6330";"9.2077";"2.0244"
"96.7330";"9.2206";"2.0260"
"96.8330";"9.2338";"2.0277"
"96.9330";"9.2458";"2.0293"
"97.0330";"9.2587";"2.0310"
"97.1330";"9.2719";"2.0327"
"97.2330";"9.2839";"2.0343"
"97.3330";"9.2984";"2.0360"
"97.4330";"9.3104";"2.0377"
"97.5330";"9.3228";"2.0393"
"97.6330";"9.3367";"2.0411"
"97.7330";"9.3487";"2.0427"
"97.8330";"9.3626";"2.0444"
"97.9330";"9.3758";"2.0460"
"98.0330";"9.3881";"2.0477"
"98.1330";"9.4010";"2.0494"
"98.2330";"9.4140";"2.0510"
"98.3330";"9.4263";"2.0527"
"98.4330";"9.4402";"2.0544"
"98.5330";"9.4522";"2.0560"
"98.6330";"9.4658";"2.0577"
"98.7330";"9.4789";"2.0594"
"98.8330";"9.4915";"2.0610"
"98.9330";"9.5047";"2.0627"
"99.0330";"9.5169";"2.0643"
"99.1330";"9.5296";"2.0660"
"99.2330";"9.5435";"2.0677"
"99.3330";"9.5552";"2.0693"
"99.4330";"9.5686";"2.0710"
"99.5330";"9.5826";"2.0727"
"99.6330";"9.5945";"2.0743"
"99.7330";"9.6091";"2.0761"
"99.8330";"9.6214";"2.0777"
"99.9330";"9.6342";"2.0793"
"100.0330";"9.6482";"2.0811"
"100.1330";"9.6602";"2.0827"
"100.2330";"9.6735";"2.0844"
"100.3330";"9.6864";"2.0860"
"100.4330";"9.6993";"2.0877"
"100.5330";"9.7132";"2.0894"
"100.6330";"9.7258";"2.0910"
"100.7330";"9.7384";"2.0927"
"100.8330";"9.7519";"2.0944"
"100.9330";"9.7644";"2.0960"
"101.0330";"9.7778";"2.0977"
"101.1330";"9.7911";"2.0994"
"101.2330";"9.8042";"2.1010"
"101.3330";"9.8177";"2.1027"
"101.4330";"9.8301";"2.1043"
"101.5330";"9.8440";"2.1060"
"101.6330";"9.8578";"2.1077"
"101.7330";"9.8690";"2.1093"
"101.8330";"9.8835";"2.1111"
"101.9330";"9.8969";"2.1127"
"102.0330";"9.9089";"2.1143"
"102.1330";"9.9229";"2.1161"
"102.2330";"9.9359";"2.1177"
"102.3330";"9.9486";"2.1193"
"102.4330";"9.9633";"2.1211"
"102.5330";"9.9750";"2.1227"
"102.6330";"9.9885";"2.1244"
"102.7330";"10.0023";"2.1260"
"102.8330";"10.0150";"2.1277"
"102.9330";"10.0287";"2.1294"
"103.0330";"10.0410";"2.1310"
"103.1330";"10.0545";"2.1327"
"103.2330";"10.0686";"2.1344"
"103.3330";"10.0811";"2.1360"
"103.4330";"10.0946";"2.1377"
"103.5330";"10.1076";"2.1393"
"103.6330";"10.1206";"2.1410"
"103.7330";"10.1350";"2.1427"
"103.8330";"10.1465";"2.1443"
"103.9330";"10.1603";"2.1460"
"104.0330";"10.1744";"2.1477"
"104.1330";"10.1866";"2.1493"
"104.2330";"10.2017";"2.1511"
"104.3330";"10.2138";"2.1527"
"104.4330";"10.2268";"2.1543"
"104.5330";"10.2413";"2.1561"
"104.6330";"10.2546";"2.1577"
"104.7330";"10.2671";"2.1593"
"104.8330";"10.2811";"2.1611"
"104.9330";"10.2936";"2.1627"
"105.0330";"10.3076";"2.1644"
"105.1330";"10.3215";"2.1660"
"105.2330";"10.3339";"2.1677"
"105.3330";"10.3471";"2.1694"
"105.4330";"10.3603";"2.1710"
"105.5330";"10.3737";"2.1727"
"105.6330";"10.3877";"2.1744"
"105.7330";"10.4011";"2.1760"
"105.8330";"10.4150";"2.1777"
"105.9330";"10.4269";"2.1793"
"106.0330";"10.4405";"2.1810"
"106.1330";"10.4548";"2.1827"
"106.2330";"10.4673";"2.1843"
"106.3330";"10.4804";"2.1860"
"106.4330";"10.4935";"2.1877"
"106.5330";"10.5063";"2.1893"
"106.6330";"10.5210";"2.1911"
"106.7330";"10.5337";"2.1927"
"106.8330";"10.5469";"2.1943"
"106.9330";"10.5606";"2.1961"
"107.0330";"10.5731";"2.1977"
"107.1330";"10.5861";"2.1993"
"107.2330";"10.6004";"2.2010"
"107.3330";"10.6130";"2.2027"
"107.4330";"10.6267";"2.2044"
"107.5330";"10.6409";"2.2060"
"107.6330";"10.6534";"2.2077"
"107.7330";"10.6675";"2.2094"
"107.8330";"10.6807";"2.2110"
"107.9330";"10.6936";"2.2127"
"108.0330";"10.7064";"2.2144"
"108.1330";"10.7204";"2.2160"
"108.2330";"10.7339";"2.2177"
"108.3330";"10.7464";"2.2193"
"108.4330";"10.7590";"2.2210"
"108.5330";"10.7729";"2.2227"
"108.6330";"10.7852";"2.2243"
"108.7330";"10.8001";"2.2260"
"108.8330";"10.8130";"2.2277"
"108.9330";"10.8253";"2.2293"
"109.0330";"10.8405";"2.2311"
"109.1330";"10.8532";"2.2327"
"109.2330";"10.8660";"2.2343"
"109.3330";"10.8803";"2.2361"
"109.4330";"10.8926";"2.2377"
"109.5330";"10.9064";"2.2394"
"109.6330";"10.9199";"2.2410"
"109.7330";"10.9319";"2.2427"
"109.8330";"10.9469";"2.2444"
"109.9330";"10.9595";"2.2460"
"110.0330";"10.9727";"2.2477"
"110.1330";"10.9865";"2.2494"
"110.2330";"10.9991";"2.2510"
"110.3330";"11.0129";"2.2527"
"110.4330";"11.0267";"2.2544"
"110.5330";"11.0400";"2.2560"
"110.6330";"11.0545";"2.2577"
"110.7330";"11.0665";"2.2593"
"110.8330";"11.0804";"2.2610"
"110.9330";"11.0939";"2.2627"
"111.0330";"11.1062";"2.2643"
"111.1330";"11.1209";"2.2661"
"111.2330";"11.1339";"2.2677"
"111.3330";"11.1462";"2.2693"
"111.4330";"11.1607";"2.2711"
"111.5330";"11.1730";"2.2727"
"111.6330";"11.1863";"2.2743"
"111.7330";"11.2006";"2.2761"
"111.8330";"11.2134";"2.2777"
"111.9330";"11.2266";"2.2794"
"112.0330";"11.2400";"2.2810"
"112.1330";"11.2528";"2.2827"
"112.2330";"11.2666";"2.2844"
"112.3330";"11.2802";"2.2860"
"112.4330";"11.2939";"2.2877"
"112.5330";"11.3072";"2.2894"
"112.6330";"11.3201";"2.2910"
"112.7330";"11.3336";"2.2927"
"112.8330";"11.3466";"2.2944"
"112.9330";"11.3602";"2.2960"
"113.0330";"11.3741";"2.2977"
"113.1330";"11.3868";"2.2993"
"113.2330";"11.4007";"2.3010"
"113.3330";"11.4148";"2.3027"
"113.4330";"11.4268";"2.3043"
"113.5330";"11.4416";"2.3060"
"113.6330";"11.4543";"2.3077"
"113.7330";"11.4676";"2.3093"
"113.8330";"11.4819";"2.3111"
"113.9330";"11.4945";"2.3127"
"114.0330";"11.5077";"2.3144"
"114.1330";"11.5215";"2.3161"
"114.2330";"11.5341";"2.3177"
"114.3330";"11.5476";"2.3194"
"114.4330";"11.5618";"2.3210"
"114.5330";"11.5750";"2.3227"
"114.6330";"11.5899";"2.3244"
"114.7330";"11.6019";"2.3260"
"114.8330";"11.6156";"2.3277"
"114.9330";"11.6289";"2.3294"
"115.0330";"11.6424";"2.3310"
"115.1330";"11.6569";"2.3327"
"115.2330";"11.6694";"2.3343"
"115.3330";"11.6830";"2.3360"
"115.4330";"11.6972";"2.3377"
"115.5330";"11.7101";"2.3393"
"115.6330";"11.7231";"2.3410"
"115.7330";"11.7370";"2.3427"
"115.8330";"11.7492";"2.3443"
"115.9330";"11.7641";"2.3461"
"116.0330";"11.7776";"2.3477"
"116.1330";"11.7905";"2.3493"
"116.2330";"11.8051";"2.3511"
"116.3330";"11.8178";"2.3527"
"116.4330";"11.8307";"2.3543"
"116.5330";"11.8454";"2.3560"
"116.6330";"11.8574";"2.3577"
"116.7330";"11.8718";"2.3594"
"116.8330";"11.8837";"2.3610"
"116.9330";"11.8977";"2.3627"
"117.0330";"11.9116";"2.3644"
"117.1330";"11.9236";"2.3660"
"117.2330";"11.9380";"2.3677"
"117.3330";"11.9513";"2.3694"
"117.4330";"11.9648";"2.3710"
"117.5330";"11.9792";"2.3727"
"117.6330";"11.9912";"2.3744"
"117.7330";"12.0056";"2.3760"
"117.8330";"12.0184";"2.3777"
"117.9330";"12.0317";"2.3793"
"118.0330";"12.0458";"2.3810"
"118.1330";"12.0589";"2.3827"
"118.2330";"12.0712";"2.3843"
"118.3330";"12.0861";"2.3861"
"118.4330";"12.0984";"2.3877"
"118.5330";"12.1119";"2.3893"
"118.6330";"12.1262";"2.3911"
"118.7330";"12.1388";"2.3927"
"118.8330";"12.1525";"2.3944"
"118.9330";"12.1659";"2.3961"
"119.0330";"12.1785";"2.3977"
"119.1330";"12.1924";"2.3994"
"119.2330";"12.2055";"2.4010"
"119.3330";"12.2186";"2.4027"
"119.4330";"12.2328";"2.4044"
"119.5330";"12.2448";"2.4060"
"119.6330";"12.2592";"2.4077"
"119.7330";"12.2719";"2.4094"
"119.8330";"12.2850";"2.4110"
"119.9330";"12.2991";"2.4127"
"120.0330";"12.3122";"2.4143"
"120.1330";"12.3249";"2.4160"
"120.2330";"12.3393";"2.4177"
"120.3330";"12.3519";"2.4193"
"120.4330";"12.3661";"2.4211"
"120.5330";"12.3790";"2.4227"
"120.6330";"12.3918";"2.4243"
"120.7330";"12.4061";"2.4261"
"120.8330";"12.4182";"2.4277"
"120.9330";"12.4327";"2.4293"
"121.0330";"12.4451";"2.4311"
"121.1330";"12.4574";"2.4327"
"121.2330";"12.4714";"2.4344"
"121.3330";"12.4847";"2.4360"
"121.4330";"12.4971";"2.4377"
"121.5330";"12.5120";"2.4394"
"121.6330";"12.5243";"2.4410"
"121.7330";"12.5380";"2.4427"
"121.8330";"12.5515";"2.4444"
"121.9330";"12.5637";"2.4460"
"122.0330";"12.5772";"2.4477"
"122.1330";"12.5905";"2.4494"
"122.2330";"12.6033";"2.4510"
"122.3330";"12.6168";"2.4527"
"122.4330";"12.6295";"2.4543"
"122.5330";"12.6424";"2.4560"
"122.6330";"12.6553";"2.4577"
"122.7330";"12.6684";"2.4593"
"122.8330";"12.6826";"2.4610"
"122.9330";"12.6949";"2.4627"
"123.0330";"12.7078";"2.4643"
"123.1330";"12.7224";"2.4661"
"123.2330";"12.7346";"2.4677"
"123.3330";"12.7479";"2.4693"
"123.4330";"12.7621";"2.4711"
"123.5330";"12.7735";"2.4727"
"123.6330";"12.7880";"2.4744"
"123.7330";"12.8007";"2.4760"
"123.8330";"12.8132";"2.4777"
"123.9330";"12.8266";"2.4794"
"124.0330";"12.8398";"2.4810"
"124.1330";"12.8524";"2.4827"
"124.2330";"12.8659";"2.4844"
"124.3330";"12.8787";"2.4860"
"124.4330";"12.8919";"2.4877"
"124.5330";"12.9048";"2.4894"
"124.6330";"12.9181";"2.4910"
"124.7330";"12.9310";"2.4927"
"124.8330";"12.9437";"2.4943"
"124.9330";"12.9582";"2.4960"
"125.0330";"12.9705";"2.4977"
"125.1330";"12.9825";"2.4993"
"125.2330";"12.9970";"2.5011"
"125.3330";"13.0095";"2.5027"
"125.4330";"13.0221";"2.5043"
"125.5330";"13.0366";"2.5061"
"125.6330";"13.0481";"2.5077"
"125.7330";"13.0617";"2.5094"
"125.8330";"13.0747";"2.5111"
"125.9330";"13.0873";"2.5126"
"126.0330";"13.1008";"2.5144"
"126.1330";"13.1135";"2.5160"
"126.2330";"13.1261";"2.5176"
"126.3330";"13.1403";"2.5194"
"126.4330";"13.1521";"2.5210"
"126.5330";"13.1651";"2.5227"
"126.6330";"13.1787";"2.5244"
"126.7330";"13.1909";"2.5260"
"126.8330";"13.2043";"2.5277"
"126.9330";"13.2170";"2.5294"
"127.0330";"13.2292";"2.5310"
"127.1330";"13.2428";"2.5327"
"127.2330";"13.2552";"2.5344"
"127.3330";"13.2680";"2.5361"
"127.4330";"13.2812";"2.5377"
"127.5330";"13.2933";"2.5393"
"127.6330";"13.3072";"2.5411"
"127.7330";"13.3190";"2.5427"
"127.8330";"13.3316";"2.5443"
"127.9330";"13.3459";"2.5461"
"128.0330";"13.3573";"2.5476"
"128.1330";"13.3713";"2.5494"
"128.2330";"13.3832";"2.5511"
"128.3330";"13.3949";"2.5526"
"128.4330";"13.4094";"2.5544"
"128.5330";"13.4212";"2.5560"
"128.6330";"13.4329";"2.5577"
"128.7330";"13.4475";"2.5594"
"128.8330";"13.4592";"2.5610"
"128.9330";"13.4715";"2.5627"
"129.0330";"13.4851";"2.5644"
"129.1330";"13.4967";"2.5660"
"129.2330";"13.5097";"2.5677"
"129.3330";"13.5223";"2.5693"
"129.4330";"13.5350";"2.5710"
"129.5330";"13.5479";"2.5727"
"129.6330";"13.5601";"2.5743"
"129.7330";"13.5733";"2.5760"
"129.8330";"13.5849";"2.5777"
"129.9330";"13.5978";"2.5793"
"130.0330";"13.6107";"2.5811"
"130.1330";"13.6225";"2.5827"
"130.2330";"13.6351";"2.5844"
"130.3330";"13.6493";"2.5861"
"130.4330";"13.6602";"2.5877"
"130.5330";"13.6741";"2.5894"
"130.6330";"13.6861";"2.5911"
"130.7330";"13.6978";"2.5926"
"130.8330";"13.7108";"2.5944"
"130.9330";"13.7233";"2.5960"
"131.0330";"13.7344";"2.5977"
"131.1330";"13.7488";"2.5994"
"131.2330";"13.7602";"2.6010"
"131.3330";"13.7728";"2.6027"
"131.4330";"13.7855";"2.6044"
"131.5330";"13.7976";"2.6060"
"131.6330";"13.8104";"2.6077"
"131.7330";"13.8219";"2.6094"
"131.8330";"13.8353";"2.6110"
"131.9330";"13.8467";"2.6127"
"132.0330";"13.8589";"2.6143"
"132.1330";"13.8724";"2.6161"
"132.2330";"13.8840";"2.6177"
"132.3330";"13.8960";"2.6193"
"132.4330";"13.9085";"2.6211"
"132.5330";"13.9200";"2.6226"
"132.6330";"13.9330";"2.6243"
"132.7330";"13.9458";"2.6261"
"132.8330";"13.9571";"2.6276"
"132.9330";"13.9704";"2.6294"
"133.0330";"13.9815";"2.6310"
"133.1330";"13.9929";"2.6327"
"133.2330";"14.0066";"2.6344"
"133.3330";"14.0178";"2.6360"
"133.4330";"14.0303";"2.6377"
"133.5330";"14.0436";"2.6394"
"133.6330";"14.0544";"2.6410"
"133.7330";"14.0669";"2.6427"
"133.8330";"14.0787";"2.6444"
"133.9330";"14.0905";"2.6460"
"134.0330";"14.1030";"2.6477"
"134.1330";"14.1139";"2.6493"
"134.2330";"14.1266";"2.6510"
"134.3330";"14.1382";"2.6527"
"134.4330";"14.1497";"2.6543"
"134.5330";"14.1626";"2.6560"
"134.6330";"14.1733";"2.6577"
"134.7330";"14.1859";"2.6594"
"134.8330";"14.1984";"2.6611"
"134.9330";"14.2091";"2.6627"
"135.0330";"14.2221";"2.6644"
"135.1330";"14.2335";"2.6660"
"135.2330";"14.2446";"2.6676"
"135.3330";"14.2577";"2.6694"
"135.4330";"14.2685";"2.6710"
"135.5330";"14.2795";"2.6726"
"135.6330";"14.2917";"2.6744"
"135.7330";"14.3021";"2.6760"
"135.8330";"14.3147";"2.6777"
"135.9330";"14.3267";"2.6794"
"136.0330";"14.3371";"2.6810"
"136.1330";"14.3494";"2.6827"
"136.2330";"14.3609";"2.6844"
"136.3330";"14.3724";"2.6860"
"136.4330";"14.3844";"2.6877"
"136.5330";"14.3951";"2.6894"
"136.6330";"14.4073";"2.6910"
"136.7330";"14.4175";"2.6927"
"136.8330";"14.4290";"2.6944"
"136.9330";"14.4407";"2.6961"
"137.0330";"14.4509";"2.6977"
"137.1330";"14.4627";"2.6993"
"137.2330";"14.4748";"2.7011"
"137.3330";"14.4844";"2.7026"
"137.4330";"14.4968";"2.7044"
"137.5330";"14.5081";"2.7060"
"137.6330";"14.5183";"2.7076"
"137.7330";"14.5309";"2.7094"
"137.8330";"14.5417";"2.7110"
"137.9330";"14.5526";"2.7127"
"138.0330";"14.5648";"2.7144"
"138.1330";"14.5744";"2.7160"
"138.2330";"14.5856";"2.7177"
"138.3330";"14.5969";"2.7194"
"138.4330";"14.6065";"2.7210"
"138.5330";"14.6184";"2.7227"
"138.6330";"14.6293";"2.7244"
"138.7330";"14.6403";"2.7260"
"138.8330";"14.6508";"2.7277"
"138.9330";"14.6611";"2.7293"
"139.0330";"14.6727";"2.7310"
"139.1330";"14.6829";"2.7327"
"139.2330";"14.6931";"2.7343"
"139.3330";"14.7045";"2.7361"
"139.4330";"14.7144";"2.7377"
"139.5330";"14.7254";"2.7394"
"139.6330";"14.7369";"2.7411"
"139.7330";"14.7462";"2.7427"
"139.8330";"14.7573";"2.7444"
"139.9330";"14.7677";"2.7461"
"140.0330";"14.7771";"2.7477"
"140.1330";"14.7885";"2.7494"
"140.2330";"14.7979";"2.7510"
"140.3330";"14.8080";"2.7527"
"140.4330";"14.8188";"2.7544"
"140.5330";"14.8274";"2.7560"
"140.6330";"14.8389";"2.7577"
"140.7330";"14.8490";"2.7594"
"140.8330";"14.8582";"2.7610"
"140.9330";"14.8683";"2.7627"
"141.0330";"14.8778";"2.7643"
"141.1330";"14.8878";"2.7660"
"141.2330";"14.8980";"2.7677"
"141.3330";"14.9068";"2.7693"
"141.4330";"14.9175";"2.7711"
"141.5330";"14.9265";"2.7727"
"141.6330";"14.9360";"2.7743"
"141.7330";"14.9467";"2.7761"
"141.8330";"14.9554";"2.7777"
"141.9330";"14.9648";"2.7793"
"142.0330";"14.9750";"2.7810"
"142.1330";"14.9834";"2.7826"
"142.2330";"14.9938";"2.7844"
"142.3330";"15.0030";"2.7860"
"142.4330";"15.0114";"2.7876"
"142.5330";"15.0229";"2.7894"
"142.6330";"15.0309";"2.7910"
"142.7330";"15.0396";"2.7927"
"142.8330";"15.0502";"2.7944"
"142.9330";"15.0579";"2.7960"
"143.0330";"15.0671";"2.7977"
"143.1330";"15.0762";"2.7994"
"143.2330";"15.0848";"2.8010"
"143.3330";"15.0943";"2.8027"
"143.4330";"15.1019";"2.8044"
"143.5330";"15.1109";"2.8060"
"143.6330";"15.1192";"2.8077"
"143.7330";"15.1270";"2.8093"
"143.8330";"15.1361";"2.8110"
"143.9330";"15.1440";"2.8127"
"144.0330";"15.1527";"2.8143"
"144.1330";"15.1615";"2.8161"
"144.2330";"15.1683";"2.8177"
"144.3330";"15.1773";"2.8194"
"144.4330";"15.1856";"2.8211"
